#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
61420,43648700,BDV27DRAFT_10002,BDV27DRAFT_10002,-,-,Unknown,-,methyltransferase-domain-containing protein,protein-coding,-,-,-,methyltransferase-domain-containing protein,20210306,-
61420,43651263,BDV27DRAFT_127649,BDV27DRAFT_127649,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651264,BDV27DRAFT_127658,BDV27DRAFT_127658,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651265,BDV27DRAFT_127668,BDV27DRAFT_127668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651266,BDV27DRAFT_127669,BDV27DRAFT_127669,-,-,Unknown,-,Low temperature viability protein,protein-coding,-,-,-,Low temperature viability protein,20210306,-
61420,43651267,BDV27DRAFT_127671,BDV27DRAFT_127671,-,-,Unknown,-,Scytalone dehydratase,protein-coding,-,-,-,Scytalone dehydratase,20210306,-
61420,43651268,BDV27DRAFT_127681,BDV27DRAFT_127681,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651269,BDV27DRAFT_127684,BDV27DRAFT_127684,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210306,-
61420,43651270,BDV27DRAFT_127689,BDV27DRAFT_127689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651271,BDV27DRAFT_127690,BDV27DRAFT_127690,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20201217,-
61420,43651272,BDV27DRAFT_127691,BDV27DRAFT_127691,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651273,BDV27DRAFT_127693,BDV27DRAFT_127693,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20201217,-
61420,43651274,BDV27DRAFT_127694,BDV27DRAFT_127694,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651275,BDV27DRAFT_127697,BDV27DRAFT_127697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651276,BDV27DRAFT_127699,BDV27DRAFT_127699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651277,BDV27DRAFT_127701,BDV27DRAFT_127701,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651278,BDV27DRAFT_127714,BDV27DRAFT_127714,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651279,BDV27DRAFT_127715,BDV27DRAFT_127715,-,-,Unknown,-,tRNA synthetases class I (M)-domain-containing protein,protein-coding,-,-,-,tRNA synthetases class I (M)-domain-containing protein,20201217,-
61420,43651280,BDV27DRAFT_127725,BDV27DRAFT_127725,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651281,BDV27DRAFT_127726,BDV27DRAFT_127726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651282,BDV27DRAFT_127746,BDV27DRAFT_127746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651283,BDV27DRAFT_127751,BDV27DRAFT_127751,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20201217,-
61420,43651284,BDV27DRAFT_127752,BDV27DRAFT_127752,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651285,BDV27DRAFT_127755,BDV27DRAFT_127755,-,-,Unknown,-,Rpp20 subunit of nuclear RNase MRP and P-domain-containing protein,protein-coding,-,-,-,Rpp20 subunit of nuclear RNase MRP and P-domain-containing protein,20201217,-
61420,43651286,BDV27DRAFT_127758,BDV27DRAFT_127758,-,-,Unknown,-,reactive mitochondrial oxygen species modulator 1-domain-containing protein,protein-coding,-,-,-,reactive mitochondrial oxygen species modulator 1-domain-containing protein,20210129,-
61420,43651287,BDV27DRAFT_127759,BDV27DRAFT_127759,-,-,Unknown,-,retrieval of early ER protein Rer1,protein-coding,-,-,-,retrieval of early ER protein Rer1,20210306,-
61420,43651288,BDV27DRAFT_127760,BDV27DRAFT_127760,-,-,Unknown,-,ClpP/crotonase-like domain-containing protein,protein-coding,-,-,-,ClpP/crotonase-like domain-containing protein,20210403,-
61420,43651289,BDV27DRAFT_127765,BDV27DRAFT_127765,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651290,BDV27DRAFT_127767,BDV27DRAFT_127767,-,-,Unknown,-,catalase-like domain-containing protein,protein-coding,-,-,-,catalase-like domain-containing protein,20201201,-
61420,43651291,BDV27DRAFT_127770,BDV27DRAFT_127770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651292,BDV27DRAFT_127772,BDV27DRAFT_127772,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651293,BDV27DRAFT_127773,BDV27DRAFT_127773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651294,BDV27DRAFT_127782,BDV27DRAFT_127782,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
61420,43651295,BDV27DRAFT_127783,BDV27DRAFT_127783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651296,BDV27DRAFT_127784,BDV27DRAFT_127784,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651297,BDV27DRAFT_127788,BDV27DRAFT_127788,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651298,BDV27DRAFT_127808,BDV27DRAFT_127808,-,-,Unknown,-,Arginase/deacetylase,protein-coding,-,-,-,Arginase/deacetylase,20201217,-
61420,43651299,BDV27DRAFT_127816,BDV27DRAFT_127816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651300,BDV27DRAFT_127824,BDV27DRAFT_127824,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
61420,43651301,BDV27DRAFT_127826,BDV27DRAFT_127826,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43651302,BDV27DRAFT_127830,BDV27DRAFT_127830,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43651303,BDV27DRAFT_127836,BDV27DRAFT_127836,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43651304,BDV27DRAFT_127838,BDV27DRAFT_127838,-,-,Unknown,-,beta-lactamase/transpeptidase-like protein,protein-coding,-,-,-,beta-lactamase/transpeptidase-like protein,20210306,-
61420,43651305,BDV27DRAFT_127841,BDV27DRAFT_127841,-,-,Unknown,-,"37S ribosomal protein S25, mitochondrial",protein-coding,-,-,-,"37S ribosomal protein S25, mitochondrial",20210306,-
61420,43651306,BDV27DRAFT_127843,BDV27DRAFT_127843,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43651307,BDV27DRAFT_127852,BDV27DRAFT_127852,-,-,Unknown,-,Aspartate/ornithine carbamoyltransferase,protein-coding,-,-,-,Aspartate/ornithine carbamoyltransferase,20210306,-
61420,43651308,BDV27DRAFT_127853,BDV27DRAFT_127853,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20201217,-
61420,43651309,BDV27DRAFT_127854,BDV27DRAFT_127854,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
61420,43651310,BDV27DRAFT_127855,BDV27DRAFT_127855,-,-,Unknown,-,Tethering factor for nuclear proteasome sts1,protein-coding,-,-,-,Tethering factor for nuclear proteasome sts1,20210306,-
61420,43651311,BDV27DRAFT_127860,BDV27DRAFT_127860,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210123,-
61420,43651312,BDV27DRAFT_127865,BDV27DRAFT_127865,-,-,Unknown,-,cytochrome c/c1 heme-lyase,protein-coding,-,-,-,cytochrome c/c1 heme-lyase,20210306,-
61420,43651313,BDV27DRAFT_127887,BDV27DRAFT_127887,-,-,Unknown,-,FMN-dependent dehydrogenase,protein-coding,-,-,-,FMN-dependent dehydrogenase,20210306,-
61420,43651314,BDV27DRAFT_127904,BDV27DRAFT_127904,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43651315,BDV27DRAFT_127916,BDV27DRAFT_127916,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43651316,BDV27DRAFT_127918,BDV27DRAFT_127918,-,-,Unknown,-,PapD-like protein,protein-coding,-,-,-,PapD-like protein,20210306,-
61420,43651317,BDV27DRAFT_127924,BDV27DRAFT_127924,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210306,-
61420,43651318,BDV27DRAFT_127926,BDV27DRAFT_127926,-,-,Unknown,-,eukaryotic porin/Tom40,protein-coding,-,-,-,eukaryotic porin/Tom40,20200926,-
61420,43651319,BDV27DRAFT_127936,BDV27DRAFT_127936,-,-,Unknown,-,Alpha/beta hydrolase fold-1,protein-coding,-,-,-,Alpha/beta hydrolase fold-1,20210306,-
61420,43651320,BDV27DRAFT_127943,BDV27DRAFT_127943,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651321,BDV27DRAFT_127949,BDV27DRAFT_127949,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210306,-
61420,43651322,BDV27DRAFT_127954,BDV27DRAFT_127954,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651323,BDV27DRAFT_127959,BDV27DRAFT_127959,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651324,BDV27DRAFT_127960,BDV27DRAFT_127960,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651325,BDV27DRAFT_127965,BDV27DRAFT_127965,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651326,BDV27DRAFT_127966,BDV27DRAFT_127966,-,-,Unknown,-,glutathione S-transferase,protein-coding,-,-,-,glutathione S-transferase,20210306,-
61420,43651327,BDV27DRAFT_127967,BDV27DRAFT_127967,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651328,BDV27DRAFT_127969,BDV27DRAFT_127969,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651329,BDV27DRAFT_127971,BDV27DRAFT_127971,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20201217,-
61420,43651330,BDV27DRAFT_127973,BDV27DRAFT_127973,-,-,Unknown,-,GPI inositol-deacylase,protein-coding,-,-,-,GPI inositol-deacylase,20201217,-
61420,43651331,BDV27DRAFT_127974,BDV27DRAFT_127974,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651332,BDV27DRAFT_127983,BDV27DRAFT_127983,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651333,BDV27DRAFT_127984,BDV27DRAFT_127984,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651334,BDV27DRAFT_127985,BDV27DRAFT_127985,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20201217,-
61420,43651335,BDV27DRAFT_128002,BDV27DRAFT_128002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651336,BDV27DRAFT_128003,BDV27DRAFT_128003,-,-,Unknown,-,transcription factor Pcc1-domain-containing protein,protein-coding,-,-,-,transcription factor Pcc1-domain-containing protein,20210306,-
61420,43651337,BDV27DRAFT_128010,BDV27DRAFT_128010,-,-,Unknown,-,pyridoxal phosphate-dependent transferase,protein-coding,-,-,-,pyridoxal phosphate-dependent transferase,20210306,-
61420,43651338,BDV27DRAFT_128020,BDV27DRAFT_128020,-,-,Unknown,-,Translin,protein-coding,-,-,-,Translin,20200926,-
61420,43651339,BDV27DRAFT_128024,BDV27DRAFT_128024,-,-,Unknown,-,ribosomal protein L22e,protein-coding,-,-,-,ribosomal protein L22e,20210306,-
61420,43651340,BDV27DRAFT_128026,BDV27DRAFT_128026,-,-,Unknown,-,putative serine esterase-domain-containing protein,protein-coding,-,-,-,putative serine esterase-domain-containing protein,20201217,-
61420,43651341,BDV27DRAFT_128034,BDV27DRAFT_128034,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651342,BDV27DRAFT_128039,BDV27DRAFT_128039,-,-,Unknown,-,V-ATPase proteolipid subunit C-like domain-containing protein,protein-coding,-,-,-,V-ATPase proteolipid subunit C-like domain-containing protein,20201010,-
61420,43651343,BDV27DRAFT_128042,BDV27DRAFT_128042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651344,BDV27DRAFT_128052,BDV27DRAFT_128052,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651345,BDV27DRAFT_128058,BDV27DRAFT_128058,-,-,Unknown,-,Mo25-like protein,protein-coding,-,-,-,Mo25-like protein,20210306,-
61420,43651346,BDV27DRAFT_128060,BDV27DRAFT_128060,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210306,-
61420,43651347,BDV27DRAFT_128062,BDV27DRAFT_128062,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651348,BDV27DRAFT_128064,BDV27DRAFT_128064,-,-,Unknown,-,vesicular-fusion protein sec18,protein-coding,-,-,-,vesicular-fusion protein sec18,20210306,-
61420,43651349,BDV27DRAFT_128071,BDV27DRAFT_128071,-,-,Unknown,-,mitochondrial carrier domain-containing protein,protein-coding,-,-,-,mitochondrial carrier domain-containing protein,20210306,-
61420,43651350,BDV27DRAFT_128073,BDV27DRAFT_128073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651351,BDV27DRAFT_128077,BDV27DRAFT_128077,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651352,BDV27DRAFT_128083,BDV27DRAFT_128083,-,-,Unknown,-,type I 3-dehydroquinase-domain-containing protein,protein-coding,-,-,-,type I 3-dehydroquinase-domain-containing protein,20210306,-
61420,43651353,BDV27DRAFT_128096,BDV27DRAFT_128096,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651354,BDV27DRAFT_128097,BDV27DRAFT_128097,-,-,Unknown,-,Glucoamylase,protein-coding,-,-,-,Glucoamylase,20210306,-
61420,43651355,BDV27DRAFT_128102,BDV27DRAFT_128102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651356,BDV27DRAFT_128112,BDV27DRAFT_128112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651357,BDV27DRAFT_128113,BDV27DRAFT_128113,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20201217,-
61420,43651358,BDV27DRAFT_128115,BDV27DRAFT_128115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651359,BDV27DRAFT_128116,BDV27DRAFT_128116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651360,BDV27DRAFT_128159,BDV27DRAFT_128159,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210306,-
61420,43651361,BDV27DRAFT_128160,BDV27DRAFT_128160,-,-,Unknown,-,kinase-like domain-containing protein,protein-coding,-,-,-,kinase-like domain-containing protein,20210306,-
61420,43651362,BDV27DRAFT_128161,BDV27DRAFT_128161,-,-,Unknown,-,FAD dependent oxidoreductase,protein-coding,-,-,-,FAD dependent oxidoreductase,20210306,-
61420,43651363,BDV27DRAFT_128168,BDV27DRAFT_128168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651364,BDV27DRAFT_128170,BDV27DRAFT_128170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651365,BDV27DRAFT_128176,BDV27DRAFT_128176,-,-,Unknown,-,fungal-specific transcription factor domain-containing protein,protein-coding,-,-,-,fungal-specific transcription factor domain-containing protein,20201217,-
61420,43651366,BDV27DRAFT_128178,BDV27DRAFT_128178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210306,-
61420,43651367,BDV27DRAFT_128179,BDV27DRAFT_128179,-,-,Unknown,-,"carbamoyl-phosphate synthase L chain, ATP binding domain-containing protein",protein-coding,-,-,-,"carbamoyl-phosphate synthase L chain, ATP binding domain-containing protein",20201217,-
61420,43651368,BDV27DRAFT_128184,BDV27DRAFT_128184,-,-,Unknown,-,carboxyl transferase,protein-coding,-,-,-,carboxyl transferase,20201217,-
61420,43651369,BDV27DRAFT_128185,BDV27DRAFT_128185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651370,BDV27DRAFT_128186,BDV27DRAFT_128186,-,-,Unknown,-,ras family-domain-containing protein,protein-coding,-,-,-,ras family-domain-containing protein,20201201,-
61420,43651371,BDV27DRAFT_128188,BDV27DRAFT_128188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651372,BDV27DRAFT_128190,BDV27DRAFT_128190,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20201217,-
61420,43651373,BDV27DRAFT_128191,BDV27DRAFT_128191,-,-,Unknown,-,putative cytochrome c oxidase assembly protein,protein-coding,-,-,-,putative cytochrome c oxidase assembly protein,20210306,-
61420,43651374,BDV27DRAFT_128194,BDV27DRAFT_128194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651375,BDV27DRAFT_128229,BDV27DRAFT_128229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651376,BDV27DRAFT_128231,BDV27DRAFT_128231,-,-,Unknown,-,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1,protein-coding,-,-,-,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1,20210306,-
61420,43651377,BDV27DRAFT_128246,BDV27DRAFT_128246,-,-,Unknown,-,hem-containing dehydratase protein,protein-coding,-,-,-,hem-containing dehydratase protein,20210306,-
61420,43651378,BDV27DRAFT_128249,BDV27DRAFT_128249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651379,BDV27DRAFT_128267,BDV27DRAFT_128267,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210306,-
61420,43651380,BDV27DRAFT_128272,BDV27DRAFT_128272,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210306,-
61420,43651381,BDV27DRAFT_128276,BDV27DRAFT_128276,-,-,Unknown,-,amino acid/polyamine transporter I,protein-coding,-,-,-,amino acid/polyamine transporter I,20201217,-
61420,43651382,BDV27DRAFT_128277,BDV27DRAFT_128277,-,-,Unknown,-,DRAP deaminase,protein-coding,-,-,-,DRAP deaminase,20210306,-
61420,43651383,BDV27DRAFT_128282,BDV27DRAFT_128282,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651384,BDV27DRAFT_128285,BDV27DRAFT_128285,-,-,Unknown,-,amino acid/polyamine transporter I,protein-coding,-,-,-,amino acid/polyamine transporter I,20201217,-
61420,43651385,BDV27DRAFT_128291,BDV27DRAFT_128291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200526,-
61420,43651386,BDV27DRAFT_128296,BDV27DRAFT_128296,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
61420,43651387,BDV27DRAFT_128299,BDV27DRAFT_128299,-,-,Unknown,-,Cyanovirin-N,protein-coding,-,-,-,Cyanovirin-N,20210306,-
61420,43651388,BDV27DRAFT_128304,BDV27DRAFT_128304,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210306,-
61420,43651389,BDV27DRAFT_128307,BDV27DRAFT_128307,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20201217,-
