#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1314785,63818182,LAESUDRAFT_100037,LAESUDRAFT_100037,-,-,Unknown,-,peroxisomal acyl-CoA-dehydrogenase,protein-coding,-,-,-,peroxisomal acyl-CoA-dehydrogenase,20210421,-
1314785,63820300,LAESUDRAFT_620736,LAESUDRAFT_620736,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820301,LAESUDRAFT_620742,LAESUDRAFT_620742,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820302,LAESUDRAFT_620858,LAESUDRAFT_620858,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820303,LAESUDRAFT_620914,LAESUDRAFT_620914,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820304,LAESUDRAFT_621005,LAESUDRAFT_621005,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820305,LAESUDRAFT_621167,LAESUDRAFT_621167,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820306,LAESUDRAFT_621241,LAESUDRAFT_621241,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820307,LAESUDRAFT_621344,LAESUDRAFT_621344,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820308,LAESUDRAFT_621723,LAESUDRAFT_621723,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210421,-
1314785,63820309,LAESUDRAFT_621739,LAESUDRAFT_621739,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820310,LAESUDRAFT_621756,LAESUDRAFT_621756,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820311,LAESUDRAFT_621871,LAESUDRAFT_621871,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820312,LAESUDRAFT_621907,LAESUDRAFT_621907,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210421,-
1314785,63820313,LAESUDRAFT_621914,LAESUDRAFT_621914,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820314,LAESUDRAFT_621951,LAESUDRAFT_621951,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820315,LAESUDRAFT_621957,LAESUDRAFT_621957,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820316,LAESUDRAFT_621997,LAESUDRAFT_621997,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820317,LAESUDRAFT_622019,LAESUDRAFT_622019,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820318,LAESUDRAFT_622149,LAESUDRAFT_622149,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820319,LAESUDRAFT_622207,LAESUDRAFT_622207,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820320,LAESUDRAFT_622290,LAESUDRAFT_622290,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820321,LAESUDRAFT_622408,LAESUDRAFT_622408,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820322,LAESUDRAFT_622439,LAESUDRAFT_622439,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820323,LAESUDRAFT_622485,LAESUDRAFT_622485,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820324,LAESUDRAFT_622609,LAESUDRAFT_622609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820325,LAESUDRAFT_622735,LAESUDRAFT_622735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820326,LAESUDRAFT_622760,LAESUDRAFT_622760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820327,LAESUDRAFT_622771,LAESUDRAFT_622771,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820328,LAESUDRAFT_622835,LAESUDRAFT_622835,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820329,LAESUDRAFT_622900,LAESUDRAFT_622900,-,-,Unknown,-,copper radical oxidase,protein-coding,-,-,-,copper radical oxidase,20210421,-
1314785,63820330,LAESUDRAFT_62293,LAESUDRAFT_62293,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820331,LAESUDRAFT_623058,LAESUDRAFT_623058,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820332,LAESUDRAFT_623250,LAESUDRAFT_623250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820333,LAESUDRAFT_623292,LAESUDRAFT_623292,-,-,Unknown,-,ICMT-domain-containing protein,protein-coding,-,-,-,ICMT-domain-containing protein,20210421,-
1314785,63820334,LAESUDRAFT_623352,LAESUDRAFT_623352,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820335,LAESUDRAFT_623407,LAESUDRAFT_623407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820336,LAESUDRAFT_623443,LAESUDRAFT_623443,-,-,Unknown,-,hATC-domain-containing protein,protein-coding,-,-,-,hATC-domain-containing protein,20210421,-
1314785,63820337,LAESUDRAFT_623454,LAESUDRAFT_623454,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820338,LAESUDRAFT_623688,LAESUDRAFT_623688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820339,LAESUDRAFT_623726,LAESUDRAFT_623726,-,-,Unknown,-,Cloroperoxidase,protein-coding,-,-,-,Cloroperoxidase,20210421,-
1314785,63820340,LAESUDRAFT_623760,LAESUDRAFT_623760,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820341,LAESUDRAFT_623834,LAESUDRAFT_623834,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820342,LAESUDRAFT_623838,LAESUDRAFT_623838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820343,LAESUDRAFT_623863,LAESUDRAFT_623863,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820344,LAESUDRAFT_623922,LAESUDRAFT_623922,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820345,LAESUDRAFT_624007,LAESUDRAFT_624007,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820346,LAESUDRAFT_624087,LAESUDRAFT_624087,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820347,LAESUDRAFT_624347,LAESUDRAFT_624347,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820348,LAESUDRAFT_624491,LAESUDRAFT_624491,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820349,LAESUDRAFT_624585,LAESUDRAFT_624585,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820350,LAESUDRAFT_624619,LAESUDRAFT_624619,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820351,LAESUDRAFT_624712,LAESUDRAFT_624712,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820352,LAESUDRAFT_624797,LAESUDRAFT_624797,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820353,LAESUDRAFT_624867,LAESUDRAFT_624867,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820354,LAESUDRAFT_624937,LAESUDRAFT_624937,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820355,LAESUDRAFT_625205,LAESUDRAFT_625205,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820356,LAESUDRAFT_625224,LAESUDRAFT_625224,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820357,LAESUDRAFT_625247,LAESUDRAFT_625247,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820358,LAESUDRAFT_625270,LAESUDRAFT_625270,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820359,LAESUDRAFT_625374,LAESUDRAFT_625374,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820360,LAESUDRAFT_625428,LAESUDRAFT_625428,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820361,LAESUDRAFT_625545,LAESUDRAFT_625545,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820362,LAESUDRAFT_625551,LAESUDRAFT_625551,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820363,LAESUDRAFT_625737,LAESUDRAFT_625737,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820364,LAESUDRAFT_625769,LAESUDRAFT_625769,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820365,LAESUDRAFT_625829,LAESUDRAFT_625829,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820366,LAESUDRAFT_625834,LAESUDRAFT_625834,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820367,LAESUDRAFT_625845,LAESUDRAFT_625845,-,-,Unknown,-,cytochrome P450,protein-coding,-,-,-,cytochrome P450,20210421,-
1314785,63820368,LAESUDRAFT_625901,LAESUDRAFT_625901,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820369,LAESUDRAFT_625977,LAESUDRAFT_625977,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820370,LAESUDRAFT_625990,LAESUDRAFT_625990,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820371,LAESUDRAFT_626159,LAESUDRAFT_626159,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820372,LAESUDRAFT_626249,LAESUDRAFT_626249,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820373,LAESUDRAFT_626275,LAESUDRAFT_626275,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820374,LAESUDRAFT_626398,LAESUDRAFT_626398,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820375,LAESUDRAFT_626412,LAESUDRAFT_626412,-,-,Unknown,-,ferredoxin reductase-like protein,protein-coding,-,-,-,ferredoxin reductase-like protein,20210421,-
1314785,63820376,LAESUDRAFT_626641,LAESUDRAFT_626641,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820377,LAESUDRAFT_626809,LAESUDRAFT_626809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820378,LAESUDRAFT_627041,LAESUDRAFT_627041,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820379,LAESUDRAFT_627110,LAESUDRAFT_627110,-,-,Unknown,-,"DASH complex, subunit Dad3",protein-coding,-,-,-,"DASH complex, subunit Dad3",20210421,-
1314785,63820380,LAESUDRAFT_627188,LAESUDRAFT_627188,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820381,LAESUDRAFT_627253,LAESUDRAFT_627253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820382,LAESUDRAFT_627342,LAESUDRAFT_627342,-,-,Unknown,-,protease,protein-coding,-,-,-,protease,20210421,-
1314785,63820383,LAESUDRAFT_627358,LAESUDRAFT_627358,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820384,LAESUDRAFT_627419,LAESUDRAFT_627419,-,-,Unknown,-,DUF1768-domain-containing protein,protein-coding,-,-,-,DUF1768-domain-containing protein,20210421,-
1314785,63820385,LAESUDRAFT_627614,LAESUDRAFT_627614,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820386,LAESUDRAFT_627679,LAESUDRAFT_627679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820387,LAESUDRAFT_627918,LAESUDRAFT_627918,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820388,LAESUDRAFT_627923,LAESUDRAFT_627923,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820389,LAESUDRAFT_628013,LAESUDRAFT_628013,-,-,Unknown,-,homeobox,protein-coding,-,-,-,homeobox,20210421,-
1314785,63820390,LAESUDRAFT_628145,LAESUDRAFT_628145,-,-,Unknown,-,Mov34/MPN/PAD-1,protein-coding,-,-,-,Mov34/MPN/PAD-1,20210421,-
1314785,63820391,LAESUDRAFT_628284,LAESUDRAFT_628284,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820392,LAESUDRAFT_628360,LAESUDRAFT_628360,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820393,LAESUDRAFT_628501,LAESUDRAFT_628501,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820394,LAESUDRAFT_628514,LAESUDRAFT_628514,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820395,LAESUDRAFT_628534,LAESUDRAFT_628534,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820396,LAESUDRAFT_628617,LAESUDRAFT_628617,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820397,LAESUDRAFT_628661,LAESUDRAFT_628661,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820398,LAESUDRAFT_628715,LAESUDRAFT_628715,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820399,LAESUDRAFT_628754,LAESUDRAFT_628754,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820400,LAESUDRAFT_628756,LAESUDRAFT_628756,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820401,LAESUDRAFT_628783,LAESUDRAFT_628783,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820402,LAESUDRAFT_628826,LAESUDRAFT_628826,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820403,LAESUDRAFT_628955,LAESUDRAFT_628955,-,-,Unknown,-,histone-fold-containing protein,protein-coding,-,-,-,histone-fold-containing protein,20210421,-
1314785,63820404,LAESUDRAFT_629036,LAESUDRAFT_629036,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820405,LAESUDRAFT_629066,LAESUDRAFT_629066,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820406,LAESUDRAFT_629098,LAESUDRAFT_629098,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820407,LAESUDRAFT_629341,LAESUDRAFT_629341,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820408,LAESUDRAFT_629493,LAESUDRAFT_629493,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820409,LAESUDRAFT_629691,LAESUDRAFT_629691,-,-,Unknown,-,EF-hand,protein-coding,-,-,-,EF-hand,20210421,-
1314785,63820410,LAESUDRAFT_629734,LAESUDRAFT_629734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820411,LAESUDRAFT_629899,LAESUDRAFT_629899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820412,LAESUDRAFT_629996,LAESUDRAFT_629996,-,-,Unknown,-,kinase-like protein,protein-coding,-,-,-,kinase-like protein,20210421,-
1314785,63820413,LAESUDRAFT_630024,LAESUDRAFT_630024,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210421,-
1314785,63820414,LAESUDRAFT_630062,LAESUDRAFT_630062,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820415,LAESUDRAFT_630254,LAESUDRAFT_630254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820416,LAESUDRAFT_630355,LAESUDRAFT_630355,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820417,LAESUDRAFT_630415,LAESUDRAFT_630415,-,-,Unknown,-,Metallo-dependent phosphatase,protein-coding,-,-,-,Metallo-dependent phosphatase,20210421,-
1314785,63820418,LAESUDRAFT_630464,LAESUDRAFT_630464,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820419,LAESUDRAFT_630682,LAESUDRAFT_630682,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820420,LAESUDRAFT_630791,LAESUDRAFT_630791,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820421,LAESUDRAFT_630832,LAESUDRAFT_630832,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820422,LAESUDRAFT_630879,LAESUDRAFT_630879,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820423,LAESUDRAFT_630891,LAESUDRAFT_630891,-,-,Unknown,-,thymidylate kinase,protein-coding,-,-,-,thymidylate kinase,20210421,-
1314785,63820424,LAESUDRAFT_630904,LAESUDRAFT_630904,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820425,LAESUDRAFT_631000,LAESUDRAFT_631000,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820426,LAESUDRAFT_631004,LAESUDRAFT_631004,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820427,LAESUDRAFT_631111,LAESUDRAFT_631111,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820428,LAESUDRAFT_631192,LAESUDRAFT_631192,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820429,LAESUDRAFT_631245,LAESUDRAFT_631245,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820430,LAESUDRAFT_631253,LAESUDRAFT_631253,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820431,LAESUDRAFT_631402,LAESUDRAFT_631402,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820432,LAESUDRAFT_631479,LAESUDRAFT_631479,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820433,LAESUDRAFT_631554,LAESUDRAFT_631554,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820434,LAESUDRAFT_631563,LAESUDRAFT_631563,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820435,LAESUDRAFT_631732,LAESUDRAFT_631732,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
1314785,63820436,LAESUDRAFT_631845,LAESUDRAFT_631845,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210421,-
