#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
10228,4126647,ATP6,-,-,-,MT,-,ATP synthase F0 subunit 6,protein-coding,-,-,-,ATP synthase F0 subunit 6,20200911,-
10228,6750118,TRIADDRAFT_19963,TRIADDRAFT_19963,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750119,TRIADDRAFT_52375,TRIADDRAFT_52375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750120,TRIADDRAFT_52377,TRIADDRAFT_52377,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750121,TRIADDRAFT_49741,TRIADDRAFT_49741,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750122,TRIADDRAFT_52382,TRIADDRAFT_52382,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750123,TRIADDRAFT_52384,TRIADDRAFT_52384,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750124,TRIADDRAFT_52385,TRIADDRAFT_52385,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750125,TRIADDRAFT_63540,TRIADDRAFT_63540,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750126,TRIADDRAFT_52388,TRIADDRAFT_52388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750127,TRIADDRAFT_19413,TRIADDRAFT_19413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750128,TRIADDRAFT_52393,TRIADDRAFT_52393,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750129,TRIADDRAFT_63082,TRIADDRAFT_63082,-,-,Unknown,-,40S ribosomal protein S23,protein-coding,-,-,-,40S ribosomal protein S23,20200911,-
10228,6750130,TRIADDRAFT_63191,TRIADDRAFT_63191,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6750131,TRIADDRAFT_18564,TRIADDRAFT_18564,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750132,TRIADDRAFT_52400,TRIADDRAFT_52400,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750133,TRIADDRAFT_52402,TRIADDRAFT_52402,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750134,TRIADDRAFT_52405,TRIADDRAFT_52405,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750135,TRIADDRAFT_20204,TRIADDRAFT_20204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750136,TRIADDRAFT_52410,TRIADDRAFT_52410,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750137,TRIADDRAFT_52412,TRIADDRAFT_52412,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750138,TRIADDRAFT_52413,TRIADDRAFT_52413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750139,TRIADDRAFT_19492,TRIADDRAFT_19492,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750140,TRIADDRAFT_49753,TRIADDRAFT_49753,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750141,TRIADDRAFT_52419,TRIADDRAFT_52419,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750142,TRIADDRAFT_63545,TRIADDRAFT_63545,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750143,TRIADDRAFT_37030,TRIADDRAFT_37030,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750144,TRIADDRAFT_52425,TRIADDRAFT_52425,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750145,TRIADDRAFT_19682,TRIADDRAFT_19682,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750146,TRIADDRAFT_52430,TRIADDRAFT_52430,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750147,TRIADDRAFT_18395,TRIADDRAFT_18395,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750148,TRIADDRAFT_18503,TRIADDRAFT_18503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750149,TRIADDRAFT_20272,TRIADDRAFT_20272,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750150,TRIADDRAFT_49758,TRIADDRAFT_49758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750151,TRIADDRAFT_20105,TRIADDRAFT_20105,-,-,Unknown,-,Rab7 protein,protein-coding,-,-,-,Rab7 protein,20200911,-
10228,6750152,TRIADDRAFT_63551,TRIADDRAFT_63551,-,-,Unknown,-,expressed protein,protein-coding,-,-,-,expressed protein,20200911,-
10228,6750153,TRIADDRAFT_20386,TRIADDRAFT_20386,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750154,TRIADDRAFT_52444,TRIADDRAFT_52444,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750155,TRIADDRAFT_52445,TRIADDRAFT_52445,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750156,TRIADDRAFT_20051,TRIADDRAFT_20051,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750157,TRIADDRAFT_52451,TRIADDRAFT_52451,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750158,TRIADDRAFT_19616,TRIADDRAFT_19616,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750159,TRIADDRAFT_19042,TRIADDRAFT_19042,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750160,TRIADDRAFT_63553,TRIADDRAFT_63553,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750161,TRIADDRAFT_63193,TRIADDRAFT_63193,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6750162,TRIADDRAFT_20369,TRIADDRAFT_20369,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750163,TRIADDRAFT_18924,TRIADDRAFT_18924,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750164,TRIADDRAFT_52465,TRIADDRAFT_52465,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750165,TRIADDRAFT_2488,TRIADDRAFT_2488,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750166,TRIADDRAFT_52469,TRIADDRAFT_52469,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750167,TRIADDRAFT_18785,TRIADDRAFT_18785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750168,TRIADDRAFT_52473,TRIADDRAFT_52473,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750169,TRIADDRAFT_20390,TRIADDRAFT_20390,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750170,TRIADDRAFT_19919,TRIADDRAFT_19919,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750171,TRIADDRAFT_17678,TRIADDRAFT_17678,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6750172,TRIADDRAFT_52477,TRIADDRAFT_52477,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750173,TRIADDRAFT_37040,TRIADDRAFT_37040,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6750174,TRIADDRAFT_52481,TRIADDRAFT_52481,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750175,TRIADDRAFT_18467,TRIADDRAFT_18467,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750176,TRIADDRAFT_63557,TRIADDRAFT_63557,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6750177,TRIADDRAFT_63195,TRIADDRAFT_63195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750178,TRIADDRAFT_52486,TRIADDRAFT_52486,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750179,TRIADDRAFT_18601,TRIADDRAFT_18601,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750180,TRIADDRAFT_52489,TRIADDRAFT_52489,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750181,TRIADDRAFT_49770,TRIADDRAFT_49770,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750182,TRIADDRAFT_37048,TRIADDRAFT_37048,-,-,Unknown,-,ATPase subunit 9,protein-coding,-,-,-,ATPase subunit 9,20200911,-
10228,6750183,TRIADDRAFT_52497,TRIADDRAFT_52497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750184,TRIADDRAFT_63196,TRIADDRAFT_63196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750185,TRIADDRAFT_52500,TRIADDRAFT_52500,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750186,TRIADDRAFT_52503,TRIADDRAFT_52503,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750187,TRIADDRAFT_63562,TRIADDRAFT_63562,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750188,TRIADDRAFT_52507,TRIADDRAFT_52507,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750189,TRIADDRAFT_52509,TRIADDRAFT_52509,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750190,TRIADDRAFT_52511,TRIADDRAFT_52511,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750191,TRIADDRAFT_49777,TRIADDRAFT_49777,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750192,TRIADDRAFT_52514,TRIADDRAFT_52514,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750193,TRIADDRAFT_52516,TRIADDRAFT_52516,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750194,TRIADDRAFT_52519,TRIADDRAFT_52519,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750195,TRIADDRAFT_52521,TRIADDRAFT_52521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750196,TRIADDRAFT_52522,TRIADDRAFT_52522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750197,TRIADDRAFT_52524,TRIADDRAFT_52524,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750198,TRIADDRAFT_52525,TRIADDRAFT_52525,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750199,TRIADDRAFT_52529,TRIADDRAFT_52529,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750200,TRIADDRAFT_18483,TRIADDRAFT_18483,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750201,TRIADDRAFT_52531,TRIADDRAFT_52531,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750202,TRIADDRAFT_52533,TRIADDRAFT_52533,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750203,TRIADDRAFT_37059,TRIADDRAFT_37059,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750204,TRIADDRAFT_52537,TRIADDRAFT_52537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750205,TRIADDRAFT_18537,TRIADDRAFT_18537,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750206,TRIADDRAFT_52541,TRIADDRAFT_52541,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750207,TRIADDRAFT_52543,TRIADDRAFT_52543,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750208,TRIADDRAFT_19704,TRIADDRAFT_19704,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750209,TRIADDRAFT_52547,TRIADDRAFT_52547,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750210,TRIADDRAFT_52550,TRIADDRAFT_52550,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750211,TRIADDRAFT_7674,TRIADDRAFT_7674,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750212,TRIADDRAFT_20381,TRIADDRAFT_20381,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750213,TRIADDRAFT_52558,TRIADDRAFT_52558,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750214,TRIADDRAFT_52561,TRIADDRAFT_52561,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750215,TRIADDRAFT_52564,TRIADDRAFT_52564,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750216,TRIADDRAFT_20213,TRIADDRAFT_20213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750217,TRIADDRAFT_52573,TRIADDRAFT_52573,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750218,TRIADDRAFT_52575,TRIADDRAFT_52575,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750219,TRIADDRAFT_52576,TRIADDRAFT_52576,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750220,TRIADDRAFT_52584,TRIADDRAFT_52584,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750221,TRIADDRAFT_37071,TRIADDRAFT_37071,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750222,TRIADDRAFT_18881,TRIADDRAFT_18881,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750223,TRIADDRAFT_52591,TRIADDRAFT_52591,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750224,TRIADDRAFT_52592,TRIADDRAFT_52592,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750225,TRIADDRAFT_37075,TRIADDRAFT_37075,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6750226,TRIADDRAFT_63205,TRIADDRAFT_63205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750227,TRIADDRAFT_52598,TRIADDRAFT_52598,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750228,TRIADDRAFT_52600,TRIADDRAFT_52600,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750229,TRIADDRAFT_19479,TRIADDRAFT_19479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750230,TRIADDRAFT_52603,TRIADDRAFT_52603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750231,TRIADDRAFT_37084,TRIADDRAFT_37084,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6750232,TRIADDRAFT_14573,TRIADDRAFT_14573,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750233,TRIADDRAFT_49804,TRIADDRAFT_49804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750234,TRIADDRAFT_52623,TRIADDRAFT_52623,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750235,TRIADDRAFT_35383,TRIADDRAFT_35383,-,-,Unknown,-,expressed hypothetical protein,protein-coding,-,-,-,expressed hypothetical protein,20200911,-
10228,6750236,TRIADDRAFT_52625,TRIADDRAFT_52625,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750237,TRIADDRAFT_52629,TRIADDRAFT_52629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750238,TRIADDRAFT_52630,TRIADDRAFT_52630,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750239,TRIADDRAFT_52632,TRIADDRAFT_52632,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750240,TRIADDRAFT_2009,TRIADDRAFT_2009,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750241,TRIADDRAFT_52637,TRIADDRAFT_52637,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750242,TRIADDRAFT_52639,TRIADDRAFT_52639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750243,TRIADDRAFT_52641,TRIADDRAFT_52641,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750244,TRIADDRAFT_63579,TRIADDRAFT_63579,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750245,TRIADDRAFT_20356,TRIADDRAFT_20356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750246,TRIADDRAFT_52654,TRIADDRAFT_52654,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750247,TRIADDRAFT_52656,TRIADDRAFT_52656,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750248,TRIADDRAFT_52657,TRIADDRAFT_52657,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750249,TRIADDRAFT_37096,TRIADDRAFT_37096,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750250,TRIADDRAFT_63582,TRIADDRAFT_63582,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750251,TRIADDRAFT_19437,TRIADDRAFT_19437,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750252,TRIADDRAFT_19344,TRIADDRAFT_19344,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750253,TRIADDRAFT_20291,TRIADDRAFT_20291,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750254,TRIADDRAFT_49816,TRIADDRAFT_49816,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750255,TRIADDRAFT_52668,TRIADDRAFT_52668,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750256,TRIADDRAFT_49818,TRIADDRAFT_49818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750257,TRIADDRAFT_19936,TRIADDRAFT_19936,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750258,TRIADDRAFT_52673,TRIADDRAFT_52673,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750259,TRIADDRAFT_52675,TRIADDRAFT_52675,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750260,TRIADDRAFT_18571,TRIADDRAFT_18571,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750261,TRIADDRAFT_52680,TRIADDRAFT_52680,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750262,TRIADDRAFT_52682,TRIADDRAFT_52682,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750263,TRIADDRAFT_37100,TRIADDRAFT_37100,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750264,TRIADDRAFT_52687,TRIADDRAFT_52687,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750265,TRIADDRAFT_52688,TRIADDRAFT_52688,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750266,TRIADDRAFT_52689,TRIADDRAFT_52689,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750267,TRIADDRAFT_18944,TRIADDRAFT_18944,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750268,TRIADDRAFT_63211,TRIADDRAFT_63211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750269,TRIADDRAFT_20328,TRIADDRAFT_20328,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
10228,6750270,TRIADDRAFT_52697,TRIADDRAFT_52697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200911,-
