#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
273057,1452661,SSO_RS12725,SSO_RS12725,SSO2622,-,-,-,hotdog fold thioesterase,protein-coding,-,-,-,hotdog fold thioesterase,20210424,-
273057,1453230,SSO_RS15575,SSO_RS15575,SSO12199,-,-,-,nucleotide pyrophosphohydrolase,protein-coding,-,-,-,nucleotide pyrophosphohydrolase,20210308,-
273057,1453231,SSO_RS15580,SSO_RS15580,SSO3215,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453232,SSO_RS15585,SSO_RS15585,SSO3216,-,-,-,gamma-glutamyltransferase family protein,protein-coding,-,-,-,gamma-glutamyltransferase family protein,20210308,-
273057,1453235,SSO_RS15595,SSO_RS15595,SSO3218,-,-,-,N-acetylglucosamine kinase,protein-coding,-,-,-,N-acetylglucosamine kinase,20210308,-
273057,1453236,SSO_RS15600,SSO_RS15600,SSO3219,-,-,-,sugar nucleotidyltransferase,protein-coding,-,-,-,sugar nucleotidyltransferase,20210308,-
273057,1453237,SSO_RS15605,SSO_RS15605,SSO3220,-,-,-,IS5-like element ISC1058 family transposase,protein-coding,-,-,-,IS5-like element ISC1058 family transposase,20210308,-
273057,1453238,SSO_RS15610,SSO_RS15610,SSO3224,-,-,-,APC family permease,protein-coding,-,-,-,APC family permease,20210308,-
273057,1453239,SSO_RS15615,SSO_RS15615,SSO3225,-,-,-,glycosyltransferase family 39 protein,protein-coding,-,-,-,glycosyltransferase family 39 protein,20210308,-
273057,1453240,SSO_RS15620,SSO_RS15620,SSO3226,-,-,-,aldolase,protein-coding,-,-,-,aldolase,20210308,-
273057,1453243,SSO_RS15630,SSO_RS15630,SSO3230,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210417,-
273057,1453244,htpX,SSO_RS15635,SSO3231,-,-,-,zinc metalloprotease HtpX,protein-coding,-,-,-,zinc metalloprotease HtpX,20210417,-
273057,1453245,SSO_RS15640,SSO_RS15640,SSO3232,-,-,-,GMP synthase,protein-coding,-,-,-,GMP synthase,20210417,-
273057,1453246,SSO_RS15645,SSO_RS15645,SSO3233,-,-,-,cobyric acid synthase,protein-coding,-,-,-,cobyric acid synthase,20210417,-
273057,1453247,cobS,SSO_RS15650,SSO3234,-,-,-,adenosylcobinamide-GDP ribazoletransferase,protein-coding,-,-,-,adenosylcobinamide-GDP ribazoletransferase,20210308,-
273057,1453248,SSO_RS15655,SSO_RS15655,SSO3235,-,-,-,cobalamin biosynthesis protein,protein-coding,-,-,-,cobalamin biosynthesis protein,20210308,-
273057,1453249,SSO_RS15660,SSO_RS15660,SSO3237,-,-,-,zinc-dependent dehydrogenase,protein-coding,-,-,-,zinc-dependent dehydrogenase,20210308,-
273057,1453250,SSO_RS15665,SSO_RS15665,SSO3238,-,-,-,M48 family metalloprotease,protein-coding,-,-,-,M48 family metalloprotease,20210308,-
273057,1453251,SSO_RS15670,SSO_RS15670,SSO3239,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,protein-coding,-,-,-,xanthine dehydrogenase family protein molybdopterin-binding subunit,20210417,-
273057,1453252,SSO_RS15675,SSO_RS15675,SSO3240,-,-,-,DUF1947 domain-containing protein,protein-coding,-,-,-,DUF1947 domain-containing protein,20210417,-
273057,1453253,SSO_RS15680,SSO_RS15680,SSO3241,-,-,-,polyprenol monophosphomannose synthase,protein-coding,-,-,-,polyprenol monophosphomannose synthase,20210417,-
273057,1453254,SSO_RS15685,SSO_RS15685,SSO3242,-,-,-,HTH domain-containing protein,protein-coding,-,-,-,HTH domain-containing protein,20210417,-
273057,1453255,SSO_RS15690,SSO_RS15690,SSO3243,-,-,-,ornithine cyclodeaminase family protein,protein-coding,-,-,-,ornithine cyclodeaminase family protein,20210308,-
273057,1453256,SSO_RS15695,SSO_RS15695,SSO3245,-,-,-,PLP-dependent aminotransferase family protein,protein-coding,-,-,-,PLP-dependent aminotransferase family protein,20210417,-
273057,1453257,SSO_RS15700,SSO_RS15700,SSO3246,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1453258,SSO_RS15705,SSO_RS15705,SSO3247,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453259,SSO_RS15710,SSO_RS15710,SSO3248,-,-,-,AAA-associated domain-containing protein,protein-coding,-,-,-,AAA-associated domain-containing protein,20210308,-
273057,1453260,SSO_RS15715,SSO_RS15715,SSO3250,-,-,-,VIT1/CCC1 transporter family protein,protein-coding,-,-,-,VIT1/CCC1 transporter family protein,20210417,-
273057,1453261,SSO_RS15720,SSO_RS15720,SSO3251,-,-,-,MBL fold metallo-hydrolase,protein-coding,-,-,-,MBL fold metallo-hydrolase,20210417,-
273057,1453262,SSO_RS15725,SSO_RS15725,SSO12252,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453263,SSO_RS00280,SSO_RS00280,SSOt01,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,1453264,SSO_RS00290,SSO_RS00290,SSOt02,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,1453265,SSO_RS00295,SSO_RS00295,SSOt03,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,1453266,ffs,SSO_RS00300,SSOr01,-,-,-,ncRNA,ncRNA,-,-,-,-,20210308,-
273057,1453268,rrf,SSO_RS00465,SSOr02,-,-,-,5S ribosomal RNA,rRNA,-,-,-,-,20210308,-
273057,1453269,SSO_RS00665,SSO_RS00665,SSOt05,-,-,-,tRNA,tRNA,-,-,-,-,20210308,-
273057,1453270,rimI,SSO_RS00405,SSO0082,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,protein-coding,-,-,-,ribosomal protein S18-alanine N-acetyltransferase,20210308,-
273057,1453271,SSO_RS00410,SSO_RS00410,SSO0083,-,-,-,mRNA surveillance protein pelota,protein-coding,-,-,-,mRNA surveillance protein pelota,20210417,-
273057,1453272,SSO_RS00415,SSO_RS00415,SSO0084,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20210417,-
273057,1453273,SSO_RS00420,SSO_RS00420,SSO0085,-,-,-,DUF1122 family protein,protein-coding,-,-,-,DUF1122 family protein,20210308,-
273057,1453274,SSO_RS00425,SSO_RS00425,SSO0086,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20210308,-
273057,1453275,SSO_RS00430,SSO_RS00430,SSO0087,-,-,-,site-2 protease family protein,protein-coding,-,-,-,site-2 protease family protein,20210308,-
273057,1453276,lysS,SSO_RS00435,SSO0090,-,-,-,lysine--tRNA ligase,protein-coding,-,-,-,lysine--tRNA ligase,20210417,-
273057,1453277,SSO_RS00445,SSO_RS00445,SSO0091,-,-,-,50S ribosomal protein L7ae,protein-coding,-,-,-,50S ribosomal protein L7ae,20210308,-
273057,1453278,SSO_RS00450,SSO_RS00450,SSO0093,-,-,-,glutamate--tRNA ligase,protein-coding,-,-,-,glutamate--tRNA ligase,20210417,-
273057,1453279,SSO_RS00455,SSO_RS00455,SSO0094,-,-,-,phosphoglycolate phosphatase,protein-coding,-,-,-,phosphoglycolate phosphatase,20210417,-
273057,1453280,SSO_RS00460,SSO_RS00460,SSO0095,-,-,-,HD domain-containing protein,protein-coding,-,-,-,HD domain-containing protein,20210417,-
273057,1453281,SSO_RS00475,SSO_RS00475,SSO0097,-,-,-,DUF1512 domain-containing protein,protein-coding,-,-,-,DUF1512 domain-containing protein,20210417,-
273057,1453282,SSO_RS00480,SSO_RS00480,SSO0098,-,-,-,type II methionyl aminopeptidase,protein-coding,-,-,-,type II methionyl aminopeptidase,20210308,-
273057,1453283,SSO_RS00485,SSO_RS00485,SSO0099,-,-,-,metal-dependent hydrolase,protein-coding,-,-,-,metal-dependent hydrolase,20210417,-
273057,1453284,SSO_RS00490,SSO_RS00490,SSO0100,-,-,-,phenylalanine--tRNA ligase subunit alpha,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit alpha,20210417,-
273057,1453285,SSO_RS00495,SSO_RS00495,SSO0101,-,-,-,phenylalanine--tRNA ligase subunit beta,protein-coding,-,-,-,phenylalanine--tRNA ligase subunit beta,20210417,-
273057,1453286,SSO_RS00500,SSO_RS00500,SSO0102,-,-,-,alpha/beta hydrolase,protein-coding,-,-,-,alpha/beta hydrolase,20210417,-
273057,1453287,SSO_RS00505,SSO_RS00505,SSO0103,-,-,-,nicotinamide mononucleotide deamidase-related protein,protein-coding,-,-,-,nicotinamide mononucleotide deamidase-related protein,20210417,-
273057,1453288,SSO_RS00510,SSO_RS00510,SSO0104,-,-,-,PLP-dependent aminotransferase family protein,protein-coding,-,-,-,PLP-dependent aminotransferase family protein,20210417,-
273057,1453289,SSO_RS00515,SSO_RS00515,SSO0106,-,-,-,zinc-binding alcohol dehydrogenase family protein,protein-coding,-,-,-,zinc-binding alcohol dehydrogenase family protein,20210417,-
273057,1453290,SSO_RS00520,SSO_RS00520,SSO0107,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210417,-
273057,1453291,SSO_RS00525,SSO_RS00525,SSO0108,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453292,SSO_RS00530,SSO_RS00530,SSO0109,-,-,-,DUF2192 domain-containing protein,protein-coding,-,-,-,DUF2192 domain-containing protein,20210308,-
273057,1453293,SSO_RS00535,SSO_RS00535,SSO0110,-,-,-,CBS domain-containing protein,protein-coding,-,-,-,CBS domain-containing protein,20210417,-
273057,1453295,SSO_RS00540,SSO_RS00540,SSO0112,-,-,-,ATP-dependent helicase,protein-coding,-,-,-,ATP-dependent helicase,20210417,-
273057,1453296,SSO_RS00545,SSO_RS00545,SSO0114,-,-,-,glycosyltransferase,protein-coding,-,-,-,glycosyltransferase,20210424,-
273057,1453297,SSO_RS00550,SSO_RS00550,SSO0115,-,-,-,ParB N-terminal domain-containing protein,protein-coding,-,-,-,ParB N-terminal domain-containing protein,20210417,-
273057,1453298,SSO_RS00555,SSO_RS00555,SSO0116,-,-,-,endonuclease III,protein-coding,-,-,-,endonuclease III,20210417,-
273057,1453299,SSO_RS00560,SSO_RS00560,SSO5209,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1453300,SSO_RS00570,SSO_RS00570,SSO0118,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210424,-
273057,1453301,SSO_RS00575,SSO_RS00575,SSO0119,-,-,-,type II secretion system F family protein,protein-coding,-,-,-,type II secretion system F family protein,20210312,-
273057,1453302,SSO_RS00580,SSO_RS00580,SSO0120,-,-,-,type II/IV secretion system ATPase subunit,protein-coding,-,-,-,type II/IV secretion system ATPase subunit,20210308,-
273057,1453303,SSO_RS00585,SSO_RS00585,SSO0121,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453304,SSO_RS00590,SSO_RS00590,SSO0122,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,protein-coding,-,-,-,RsmB/NOP family class I SAM-dependent RNA methyltransferase,20210417,-
273057,1453305,SSO_RS00595,SSO_RS00595,SSO0123,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453306,SSO_RS00600,SSO_RS00600,SSO0124,-,-,-,FAD-dependent oxidoreductase,protein-coding,-,-,-,FAD-dependent oxidoreductase,20210417,-
273057,1453307,SSO_RS00605,SSO_RS00605,SSO0125,-,-,-,4-hydroxybenzoate octaprenyltransferase,protein-coding,-,-,-,4-hydroxybenzoate octaprenyltransferase,20210308,-
273057,1453308,SSO_RS00610,SSO_RS00610,SSO0127,-,-,-,citramalate synthase,protein-coding,-,-,-,citramalate synthase,20210424,-
273057,1453309,SSO_RS00620,SSO_RS00620,SSO0128,-,-,-,ABC transporter substrate-binding protein,protein-coding,-,-,-,ABC transporter substrate-binding protein,20210417,-
273057,1453310,SSO_RS00625,SSO_RS00625,SSO0129,-,-,-,cobalt-precorrin 5A hydrolase,protein-coding,-,-,-,cobalt-precorrin 5A hydrolase,20210308,-
273057,1453311,SSO_RS00630,SSO_RS00630,SSO0131,-,-,-,prepilin peptidase,protein-coding,-,-,-,prepilin peptidase,20210522,-
273057,1453313,SSO_RS00645,SSO_RS00645,SSO0133,-,-,-,transposase,protein-coding,-,-,-,transposase,20210308,-
273057,1453314,SSO_RS00650,SSO_RS00650,SSO0134,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453315,SSO_RS00655,SSO_RS00655,SSO0137,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1453317,SSO_RS00670,SSO_RS00670,SSO0140,-,-,-,primase,protein-coding,-,-,-,primase,20210308,-
273057,1453318,SSO_RS00675,SSO_RS00675,SSO0141,-,-,-,transposase,protein-coding,-,-,-,transposase,20210308,-
273057,1453319,SSO_RS00680,SSO_RS00680,SSO0142,-,-,-,bifunctional DNA primase/polymerase,protein-coding,-,-,-,bifunctional DNA primase/polymerase,20210308,-
273057,1453320,SSO_RS00700,SSO_RS00700,SSO0143,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1453321,SSO_RS00710,SSO_RS00710,SSO0144,-,-,-,anion transporter,protein-coding,-,-,-,anion transporter,20210417,-
273057,1453322,SSO_RS00725,SSO_RS00725,SSO0147,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210417,-
273057,1453323,SSO_RS00730,SSO_RS00730,SSO0149,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453324,SSO_RS00735,SSO_RS00735,SSO0150,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453325,hxlB,SSO_RS00740,SSO0151,-,-,-,6-phospho-3-hexuloisomerase,protein-coding,-,-,-,6-phospho-3-hexuloisomerase,20210417,-
273057,1453326,SSO_RS00745,SSO_RS00745,SSO0152,-,-,-,ATP-binding protein,protein-coding,-,-,-,ATP-binding protein,20210417,-
273057,1453327,SSO_RS00750,SSO_RS00750,SSO0154,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453328,SSO_RS00755,SSO_RS00755,SSO0155,-,-,-,N-acetyl-gamma-glutamyl-phosphate reductase,protein-coding,-,-,-,N-acetyl-gamma-glutamyl-phosphate reductase,20210417,-
273057,1453329,SSO_RS00760,SSO_RS00760,SSO0156,-,-,-,[LysW]-aminoadipate/[LysW]-glutamate kinase,protein-coding,-,-,-,[LysW]-aminoadipate/[LysW]-glutamate kinase,20210417,-
273057,1453330,SSO_RS00765,SSO_RS00765,SSO0157,-,-,-,Lrp/AsnC family transcriptional regulator,protein-coding,-,-,-,Lrp/AsnC family transcriptional regulator,20210417,-
273057,1453331,SSO_RS00770,SSO_RS00770,SSO5317,-,-,-,sulfonate ABC transporter,protein-coding,-,-,-,sulfonate ABC transporter,20210308,-
273057,1453332,lysX,SSO_RS00775,SSO0159,-,-,-,lysine biosynthesis protein LysX,protein-coding,-,-,-,lysine biosynthesis protein LysX,20210417,-
273057,1453333,SSO_RS00780,SSO_RS00780,SSO0160,-,-,-,aspartate aminotransferase family protein,protein-coding,-,-,-,aspartate aminotransferase family protein,20210417,-
273057,1453334,SSO_RS00785,SSO_RS00785,SSO0162,-,-,-,N-acetyl-lysine deacetylase,protein-coding,-,-,-,N-acetyl-lysine deacetylase,20210417,-
273057,1453335,uppS,SSO_RS00790,SSO0163,-,-,-,"di-trans,poly-cis-decaprenylcistransferase",protein-coding,-,-,-,"di-trans,poly-cis-decaprenylcistransferase",20210308,-
273057,1453336,SSO_RS00795,SSO_RS00795,SSO0164,-,-,-,30S ribosomal protein S8e,protein-coding,-,-,-,30S ribosomal protein S8e,20210417,-
273057,1453337,SSO_RS00800,SSO_RS00800,SSO0165,-,-,-,signal recognition particle,protein-coding,-,-,-,signal recognition particle,20210308,-
273057,1453338,SSO_RS00805,SSO_RS00805,SSO0166,-,-,-,"GDP-mannose 4,6-dehydratase",protein-coding,-,-,-,"GDP-mannose 4,6-dehydratase",20210417,-
273057,1453339,SSO_RS00815,SSO_RS00815,SSO0167,-,-,-,ATP-binding cassette domain-containing protein,protein-coding,-,-,-,ATP-binding cassette domain-containing protein,20210417,-
273057,1453340,SSO_RS00820,SSO_RS00820,SSO0168,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453341,SSO_RS00825,SSO_RS00825,SSO0169,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453342,SSO_RS00830,SSO_RS00830,SSO0170,-,-,-,thiamine pyrophosphate-binding protein,protein-coding,-,-,-,thiamine pyrophosphate-binding protein,20210417,-
273057,1453343,SSO_RS00835,SSO_RS00835,SSO0171,-,-,-,nucleotidyltransferase,protein-coding,-,-,-,nucleotidyltransferase,20210417,-
273057,1453345,SSO_RS00840,SSO_RS00840,SSO0172,-,-,-,transcription elongation factor NusA,protein-coding,-,-,-,transcription elongation factor NusA,20210308,-
273057,1453346,aspS,SSO_RS00845,SSO0173,-,-,-,aspartate--tRNA(Asn) ligase,protein-coding,-,-,-,aspartate--tRNA(Asn) ligase,20210417,-
273057,1453347,truD,SSO_RS00850,SSO0174,-,-,-,tRNA pseudouridine(13) synthase TruD,protein-coding,-,-,-,tRNA pseudouridine(13) synthase TruD,20210308,-
273057,1453348,SSO_RS00855,SSO_RS00855,SSO0175,-,-,-,peptidyl-tRNA hydrolase,protein-coding,-,-,-,peptidyl-tRNA hydrolase,20210308,-
273057,1453349,SSO_RS00860,SSO_RS00860,SSO5343,-,-,-,DUF1610 domain-containing protein,protein-coding,-,-,-,DUF1610 domain-containing protein,20210308,-
273057,1453350,SSO_RS08835,SSO_RS08835,SSO1826,-,-,-,transposase,protein-coding,-,-,-,transposase,20210308,-
273057,1453351,SSO_RS08840,SSO_RS08840,SSO1827,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453352,SSO_RS08845,SSO_RS08845,SSO1829,-,-,-,transposase,protein-coding,-,-,-,transposase,20210417,-
273057,1453353,SSO_RS08850,SSO_RS08850,SSO1830,-,-,-,IS607 family transposase,protein-coding,-,-,-,IS607 family transposase,20210308,-
273057,1453354,SSO_RS08855,SSO_RS08855,SSO1831,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453355,SSO_RS08860,SSO_RS08860,SSO1832,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1453356,SSO_RS08865,SSO_RS08865,SSO1833,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1453357,SSO_RS08870,SSO_RS08870,SSO1834,-,-,-,HEPN domain-containing protein,protein-coding,-,-,-,HEPN domain-containing protein,20210308,-
273057,1453358,SSO_RS08875,SSO_RS08875,SSO1835,-,-,-,nucleotidyltransferase domain-containing protein,protein-coding,-,-,-,nucleotidyltransferase domain-containing protein,20210308,-
273057,1453360,SSO_RS08885,SSO_RS08885,SSO1837,-,-,-,IS5-like element ISC1058 family transposase,protein-coding,-,-,-,IS5-like element ISC1058 family transposase,20210308,-
273057,1453361,SSO_RS08890,SSO_RS08890,SSO1838,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453362,SSO_RS08895,SSO_RS08895,SSO1839,-,-,-,radical SAM protein,protein-coding,-,-,-,radical SAM protein,20210417,-
273057,1453363,SSO_RS08900,SSO_RS08900,SSO1840,-,-,-,TIGR04053 family radical SAM/SPASM domain-containing protein,protein-coding,-,-,-,TIGR04053 family radical SAM/SPASM domain-containing protein,20210417,-
273057,1453364,SSO_RS08905,SSO_RS08905,SSO1842,-,-,-,aldehyde dehydrogenase family protein,protein-coding,-,-,-,aldehyde dehydrogenase family protein,20210308,-
273057,1453365,SSO_RS08910,SSO_RS08910,SSO1844,-,-,-,transposase,protein-coding,-,-,-,transposase,20210327,-
273057,1453366,SSO_RS08915,SSO_RS08915,SSO1845,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1453368,SSO_RS08920,SSO_RS08920,SSO1850,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1453369,SSO_RS08930,SSO_RS08930,SSO1851,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1453371,SSO_RS08935,SSO_RS08935,SSO1856,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1453372,SSO_RS08945,SSO_RS08945,SSO1857,-,-,-,GMP synthase,protein-coding,-,-,-,GMP synthase,20210417,-
273057,1453373,SSO_RS08950,SSO_RS08950,SSO1858,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453374,SSO_RS08955,SSO_RS08955,SSO1859,-,-,-,M48 family metalloprotease,protein-coding,-,-,-,M48 family metalloprotease,20210308,-
273057,1453375,SSO_RS08960,SSO_RS08960,SSO1860,-,-,-,undecaprenyl-diphosphate phosphatase,protein-coding,-,-,-,undecaprenyl-diphosphate phosphatase,20210417,-
273057,1453376,SSO_RS08965,SSO_RS08965,SSO1861,-,-,-,KaiC domain-containing protein,protein-coding,-,-,-,KaiC domain-containing protein,20210417,-
273057,1453377,SSO_RS08970,SSO_RS08970,SSO1863,-,-,-,MFS transporter,protein-coding,-,-,-,MFS transporter,20210417,-
273057,1453378,SSO_RS08975,SSO_RS08975,SSO1864,-,-,-,membrane dipeptidase,protein-coding,-,-,-,membrane dipeptidase,20210308,-
273057,1453379,SSO_RS08980,SSO_RS08980,SSO1865,-,-,-,universal stress protein,protein-coding,-,-,-,universal stress protein,20210417,-
273057,1453380,SSO_RS08985,SSO_RS08985,SSO1866,-,-,-,metal-sulfur cluster assembly factor,protein-coding,-,-,-,metal-sulfur cluster assembly factor,20210308,-
273057,1453381,SSO_RS08995,SSO_RS08995,SSO1867,-,-,-,DUF488 domain-containing protein,protein-coding,-,-,-,DUF488 domain-containing protein,20210308,-
273057,1453382,SSO_RS09000,SSO_RS09000,SSO1868,-,-,-,helix-turn-helix domain-containing protein,protein-coding,-,-,-,helix-turn-helix domain-containing protein,20210417,-
273057,1453383,SSO_RS09005,SSO_RS09005,SSO9092,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210308,-
273057,1453384,SSO_RS09010,SSO_RS09010,SSO1869,-,-,-,hemerythrin domain-containing protein,protein-coding,-,-,-,hemerythrin domain-containing protein,20210424,-
273057,1453385,SSO_RS09015,SSO_RS09015,SSO1870,-,-,-,pseudo,pseudo,-,-,-,-,20210308,-
273057,1453386,SSO_RS09020,SSO_RS09020,SSO1871,-,-,-,IS5-like element ISC1234 family transposase,protein-coding,-,-,-,IS5-like element ISC1234 family transposase,20210308,-
273057,1453388,SSO_RS09025,SSO_RS09025,SSO1873,-,-,-,DUF929 domain-containing protein,protein-coding,-,-,-,DUF929 domain-containing protein,20210417,-
273057,1453389,SSO_RS09030,SSO_RS09030,SSO1874,-,-,-,vitamin K epoxide reductase family protein,protein-coding,-,-,-,vitamin K epoxide reductase family protein,20210308,-
