#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
148305,3974703,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Magnaporthe grisea).,other,-,-,-,-,20190318,-
148305,41956092,PgNI_01102,PgNI_01102,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956093,PgNI_01103,PgNI_01103,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956094,PgNI_01104,PgNI_01104,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956095,PgNI_01105,PgNI_01105,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191023,-
148305,41956096,PgNI_01106,PgNI_01106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956097,PgNI_01108,PgNI_01108,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956098,PgNI_01109,PgNI_01109,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956099,PgNI_01110,PgNI_01110,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191023,-
148305,41956100,PgNI_01111,PgNI_01111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956101,PgNI_01112,PgNI_01112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956102,PgNI_01113,PgNI_01113,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956103,PgNI_01114,PgNI_01114,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956104,PgNI_01115,PgNI_01115,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956105,PgNI_01116,PgNI_01116,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956106,PgNI_01117,PgNI_01117,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956107,PgNI_01118,PgNI_01118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956108,PgNI_01119,PgNI_01119,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956109,PgNI_01120,PgNI_01120,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956110,PgNI_01121,PgNI_01121,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956111,PgNI_01122,PgNI_01122,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956112,PgNI_01123,PgNI_01123,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956113,PgNI_01124,PgNI_01124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956114,PgNI_01125,PgNI_01125,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956115,PgNI_01126,PgNI_01126,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956116,PgNI_01127,PgNI_01127,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956117,PgNI_01128,PgNI_01128,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956118,PgNI_01129,PgNI_01129,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956119,PgNI_01130,PgNI_01130,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956120,PgNI_01131,PgNI_01131,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956121,PgNI_01132,PgNI_01132,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956122,PgNI_01133,PgNI_01133,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956123,PgNI_01134,PgNI_01134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
148305,41956124,PgNI_01135,PgNI_01135,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956125,PgNI_01136,PgNI_01136,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956126,PgNI_01137,PgNI_01137,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956127,PgNI_01138,PgNI_01138,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956128,PgNI_01139,PgNI_01139,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956129,PgNI_01140,PgNI_01140,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956130,PgNI_01141,PgNI_01141,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956131,PgNI_01142,PgNI_01142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200905,-
148305,41956132,PgNI_01143,PgNI_01143,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956133,PgNI_01144,PgNI_01144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956134,PgNI_01145,PgNI_01145,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956135,PgNI_01146,PgNI_01146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956136,PgNI_01147,PgNI_01147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956137,PgNI_01148,PgNI_01148,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956138,PgNI_01149,PgNI_01149,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956139,PgNI_01150,PgNI_01150,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956140,PgNI_01151,PgNI_01151,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956141,PgNI_01152,PgNI_01152,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956142,PgNI_01153,PgNI_01153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956143,PgNI_01154,PgNI_01154,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956144,PgNI_01155,PgNI_01155,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956145,PgNI_01156,PgNI_01156,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956146,PgNI_01157,PgNI_01157,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956147,PgNI_01158,PgNI_01158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956148,PgNI_01159,PgNI_01159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956149,PgNI_01160,PgNI_01160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956150,PgNI_01161,PgNI_01161,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956151,PgNI_01162,PgNI_01162,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956152,PgNI_01163,PgNI_01163,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956153,PgNI_01164,PgNI_01164,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956154,PgNI_01165,PgNI_01165,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956155,PgNI_01166,PgNI_01166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956156,PgNI_01167,PgNI_01167,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956157,PgNI_01168,PgNI_01168,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956158,PgNI_01169,PgNI_01169,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956159,PgNI_01170,PgNI_01170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956160,PgNI_01171,PgNI_01171,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956161,PgNI_01172,PgNI_01172,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956162,PgNI_01173,PgNI_01173,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956163,PgNI_01174,PgNI_01174,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956164,PgNI_01175,PgNI_01175,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956165,PgNI_01176,PgNI_01176,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956166,PgNI_01177,PgNI_01177,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956167,PgNI_01178,PgNI_01178,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956168,PgNI_01179,PgNI_01179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956169,PgNI_01180,PgNI_01180,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956170,PgNI_01181,PgNI_01181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956171,PgNI_01182,PgNI_01182,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956172,PgNI_01183,PgNI_01183,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956173,PgNI_01184,PgNI_01184,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956174,PgNI_01185,PgNI_01185,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956175,PgNI_01186,PgNI_01186,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956176,PgNI_01187,PgNI_01187,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956177,PgNI_01188,PgNI_01188,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956178,PgNI_01189,PgNI_01189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956179,PgNI_01190,PgNI_01190,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956180,PgNI_01191,PgNI_01191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956181,PgNI_01192,PgNI_01192,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956182,PgNI_01193,PgNI_01193,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956183,PgNI_01194,PgNI_01194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956184,PgNI_01195,PgNI_01195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956185,PgNI_01196,PgNI_01196,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956186,PgNI_01197,PgNI_01197,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956187,PgNI_01198,PgNI_01198,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956188,PgNI_01199,PgNI_01199,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956189,PgNI_01200,PgNI_01200,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956190,PgNI_01201,PgNI_01201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956191,PgNI_01202,PgNI_01202,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956192,PgNI_01203,PgNI_01203,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956193,PgNI_01204,PgNI_01204,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956194,PgNI_01205,PgNI_01205,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956195,PgNI_01206,PgNI_01206,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956196,PgNI_01207,PgNI_01207,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956197,PgNI_01208,PgNI_01208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956198,PgNI_01209,PgNI_01209,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956199,PgNI_01210,PgNI_01210,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956200,PgNI_01211,PgNI_01211,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956201,PgNI_01212,PgNI_01212,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956202,PgNI_01213,PgNI_01213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956203,PgNI_01214,PgNI_01214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956204,PgNI_01215,PgNI_01215,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956205,PgNI_01216,PgNI_01216,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956206,PgNI_01217,PgNI_01217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956207,PgNI_01219,PgNI_01219,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956208,PgNI_01220,PgNI_01220,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956209,PgNI_01221,PgNI_01221,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956210,PgNI_01222,PgNI_01222,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956211,PgNI_01223,PgNI_01223,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956212,PgNI_01224,PgNI_01224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956213,PgNI_01225,PgNI_01225,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956214,PgNI_01226,PgNI_01226,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956215,PgNI_01227,PgNI_01227,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956216,PgNI_01228,PgNI_01228,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956217,PgNI_01229,PgNI_01229,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956218,PgNI_01230,PgNI_01230,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956219,PgNI_01231,PgNI_01231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956220,PgNI_01232,PgNI_01232,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956221,PgNI_01233,PgNI_01233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956222,PgNI_01234,PgNI_01234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956223,PgNI_01235,PgNI_01235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956224,PgNI_01236,PgNI_01236,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956225,PgNI_01237,PgNI_01237,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956226,PgNI_01238,PgNI_01238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956227,PgNI_01239,PgNI_01239,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956228,PgNI_01240,PgNI_01240,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956229,PgNI_01241,PgNI_01241,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956230,PgNI_01242,PgNI_01242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956231,PgNI_01243,PgNI_01243,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956232,PgNI_01244,PgNI_01244,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956233,PgNI_01245,PgNI_01245,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956234,PgNI_01246,PgNI_01246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956235,PgNI_01247,PgNI_01247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956236,PgNI_01248,PgNI_01248,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956237,PgNI_01249,PgNI_01249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956238,PgNI_01250,PgNI_01250,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956239,PgNI_01251,PgNI_01251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956240,PgNI_01252,PgNI_01252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956241,PgNI_01253,PgNI_01253,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956242,PgNI_01254,PgNI_01254,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956243,PgNI_01255,PgNI_01255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191025,-
148305,41956244,PgNI_01256,PgNI_01256,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
148305,41956245,PgNI_01258,PgNI_01258,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20191009,-
148305,41956246,PgNI_01259,PgNI_01259,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200912,-
