#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1094892,11256656,mg519,MegaChil _gp0519,-,-,-,-,putative DNA-directed RNA polymerase subunit,protein-coding,-,-,-,putative DNA-directed RNA polymerase subunit,20200629,-
1094892,11257623,mg517,MegaChil _gp0517,-,-,-,-,putative NTPase,protein-coding,-,-,-,putative NTPase,20200629,-
1094892,11257624,mg226,MegaChil _gp0226,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257625,mg485,MegaChil _gp0485,-,-,-,-,putative papain-like cysteine peptidase,protein-coding,-,-,-,putative papain-like cysteine peptidase,20200629,-
1094892,11257626,mg782,MegaChil _gp0782,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257627,mg963,MegaChil _gp0963,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257628,mg805,MegaChil _gp0805,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257629,mg345,MegaChil _gp0345,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257630,mg911,MegaChil _gp0911,-,-,-,-,putative amine oxidase,protein-coding,-,-,-,putative amine oxidase,20200629,-
1094892,11257631,mg647,MegaChil _gp0647,-,-,-,-,glycosyltransferase sugar-binding protein,protein-coding,-,-,-,glycosyltransferase sugar-binding protein,20200629,-
1094892,11257632,mg754,MegaChil _gp0754,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257633,mg971,MegaChil _gp0971,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257634,mg749,MegaChil _gp0749,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257635,mg609,MegaChil _gp0609,-,-,-,-,putative ribonuclease H protein,protein-coding,-,-,-,putative ribonuclease H protein,20200629,-
1094892,11257636,mg802,MegaChil _gp0802,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257637,mg979,MegaChil _gp0979,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257638,mg903,MegaChil _gp0903,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257639,mg62,MegaChil _gp0062,-,-,-,-,putative acetyltransferase,protein-coding,-,-,-,putative acetyltransferase,20200629,-
1094892,11257640,mg380,MegaChil _gp0380,-,-,-,-,bifunctional dihydrofolate reductase-thymidylate synthase,protein-coding,-,-,-,bifunctional dihydrofolate reductase-thymidylate synthase,20200629,-
1094892,11257641,mg746,MegaChil _gp0746,-,-,-,-,putative patatin phospholipase,protein-coding,-,-,-,putative patatin phospholipase,20200629,-
1094892,11257642,mg800,MegaChil _gp0800,-,-,-,-,EGF-like domain-containing protein,protein-coding,-,-,-,EGF-like domain-containing protein,20200629,-
1094892,11257643,mg310,MegaChil _gp0310,-,-,-,-,putative etoposide-induced protein 2.4,protein-coding,-,-,-,putative etoposide-induced protein 2.4,20200629,-
1094892,11257644,mg1114,MegaChil _gp1114,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257645,mg922,MegaChil _gp0922,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257646,mg554,MegaChil _gp0554,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257647,mg1041,MegaChil _gp1041,-,-,-,-,putative F-box and FNIP repeat-containing protein,protein-coding,-,-,-,putative F-box and FNIP repeat-containing protein,20200629,-
1094892,11257648,mg396,MegaChil _gp0396,-,-,-,-,putative pan domain-containing protein,protein-coding,-,-,-,putative pan domain-containing protein,20200629,-
1094892,11257649,mg833,MegaChil _gp0833,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257650,mg824,MegaChil _gp0824,-,-,-,-,putative serine/threonine-protein kinase,protein-coding,-,-,-,putative serine/threonine-protein kinase,20200629,-
1094892,11257651,mg787,MegaChil _gp0787,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257652,mg243,MegaChil _gp0243,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257653,mg120,MegaChil _gp0120,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257654,mg300,MegaChil _gp0300,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257655,mg624,MegaChil _gp0624,-,-,-,-,putative deoxynucleotide monophosphate kinase,protein-coding,-,-,-,putative deoxynucleotide monophosphate kinase,20200629,-
1094892,11257656,mg1060,MegaChil _gp1060,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257657,mg598,MegaChil _gp0598,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257658,mg346,MegaChil _gp0346,-,-,-,-,lon protease-like protein,protein-coding,-,-,-,lon protease-like protein,20200629,-
1094892,11257659,mg462,MegaChil _gp0462,-,-,-,-,putative transcription factor,protein-coding,-,-,-,putative transcription factor,20200629,-
1094892,11257660,mg91,MegaChil _gp0091,-,-,-,-,phosphatidylethanolamine-binding protein-like protein,protein-coding,-,-,-,phosphatidylethanolamine-binding protein-like protein,20200629,-
1094892,11257661,mg423,MegaChil _gp0423,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257662,mg994,MegaChil _gp0994,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257663,mg189,MegaChil _gp0189,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257664,mg242,MegaChil _gp0242,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257665,mg125,MegaChil _gp0125,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257666,mg1023,MegaChil _gp1023,-,-,-,-,putative F-box and FNIP repeat-containing protein,protein-coding,-,-,-,putative F-box and FNIP repeat-containing protein,20200629,-
1094892,11257667,mg307,MegaChil _gp0307,-,-,-,-,DNA-directed RNA polymerase subunit 6,protein-coding,-,-,-,DNA-directed RNA polymerase subunit 6,20200629,-
1094892,11257668,mg873,MegaChil _gp0873,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257669,mg259,MegaChil _gp0259,-,-,-,-,putative phosphoglycerate mutase family protein,protein-coding,-,-,-,putative phosphoglycerate mutase family protein,20200629,-
1094892,11257670,mg444,MegaChil _gp0444,-,-,-,-,putative J domain-containing protein,protein-coding,-,-,-,putative J domain-containing protein,20200629,-
1094892,11257671,mg297,MegaChil _gp0297,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257672,mg831,MegaChil _gp0831,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257673,mg166,MegaChil _gp0166,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257674,mg547,MegaChil _gp0547,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257675,mg724,MegaChil _gp0724,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257676,mg523,MegaChil _gp0523,-,-,-,-,putative glycosyltransferase,protein-coding,-,-,-,putative glycosyltransferase,20200629,-
1094892,11257677,mg706,MegaChil _gp0706,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257678,mg959,MegaChil _gp0959,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257679,mg224,MegaChil _gp0224,-,-,-,-,putative F-box and FNIP repeat-containing protein,protein-coding,-,-,-,putative F-box and FNIP repeat-containing protein,20200629,-
1094892,11257680,mg365,MegaChil _gp0365,-,-,-,-,putative J domain-containing protein,protein-coding,-,-,-,putative J domain-containing protein,20200629,-
1094892,11257681,mg200,MegaChil _gp0200,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257682,mg579,MegaChil _gp0579,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257683,mg78,MegaChil _gp0078,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257684,mg152,MegaChil _gp0152,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257685,mg899,MegaChil _gp0899,-,-,-,-,FNIP repeat-containing protein,protein-coding,-,-,-,FNIP repeat-containing protein,20200629,-
1094892,11257686,mg731,MegaChil _gp0731,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257687,mg654,MegaChil _gp0654,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257688,mg776,MegaChil _gp0776,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257689,mg29,MegaChil _gp0029,-,-,-,-,putative KilA-N domain-containing protein,protein-coding,-,-,-,putative KilA-N domain-containing protein,20200629,-
1094892,11257690,mg123,MegaChil _gp0123,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257691,mg751,MegaChil _gp0751,-,-,-,-,collagen-like protein,protein-coding,-,-,-,collagen-like protein,20200629,-
1094892,11257692,mg130,MegaChil _gp0130,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257693,mg354,MegaChil _gp0354,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257694,mg648,MegaChil _gp0648,-,-,-,-,putative DNA helicase,protein-coding,-,-,-,putative DNA helicase,20200629,-
1094892,11257695,mg949,MegaChil _gp0949,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257696,mg355,MegaChil _gp0355,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257697,mg999,MegaChil _gp0999,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257698,mg426,MegaChil _gp0426,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257699,mg842,MegaChil _gp0842,-,-,-,-,2Og-Fe(II) oxygenase,protein-coding,-,-,-,2Og-Fe(II) oxygenase,20200629,-
1094892,11257700,mg301,MegaChil _gp0301,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257701,mg188,MegaChil _gp0188,-,-,-,-,putative serine/threonine-protein kinase,protein-coding,-,-,-,putative serine/threonine-protein kinase,20200629,-
1094892,11257702,mg26,MegaChil _gp0026,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257703,mg506,MegaChil _gp0506,-,-,-,-,putative endonuclease/exonuclease/phosphatase,protein-coding,-,-,-,putative endonuclease/exonuclease/phosphatase,20200629,-
1094892,11257704,mg1082,MegaChil _gp1082,-,-,-,-,putative EGF-like domain-containing protein,protein-coding,-,-,-,putative EGF-like domain-containing protein,20200629,-
1094892,11257705,mg868,MegaChil _gp0868,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257706,mg350,MegaChil _gp0350,-,-,-,-,dual specificity phosphatase,protein-coding,-,-,-,dual specificity phosphatase,20200629,-
1094892,11257707,mg434,MegaChil _gp0434,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257708,mg154,MegaChil _gp0154,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257709,mg985,MegaChil _gp0985,-,-,-,-,putative F-box and FNIP repeat-containing protein,protein-coding,-,-,-,putative F-box and FNIP repeat-containing protein,20200629,-
1094892,11257710,mg879,MegaChil _gp0879,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257711,mg429,MegaChil _gp0429,-,-,-,-,putative translation initiation factor 4a,protein-coding,-,-,-,putative translation initiation factor 4a,20200629,-
1094892,11257712,mg573,MegaChil _gp0573,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257713,mg198,MegaChil _gp0198,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257714,mg476,MegaChil _gp0476,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257715,mg124,MegaChil _gp0124,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257716,mg1017,MegaChil _gp1017,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257717,mg943,MegaChil _gp0943,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257718,mg643,MegaChil _gp0643,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257719,mg400,MegaChil _gp0400,-,-,-,-,deoxyribodipyrimidine photolyase,protein-coding,-,-,-,deoxyribodipyrimidine photolyase,20200629,-
1094892,11257720,mg593,MegaChil _gp0593,-,-,-,-,ribonucleoside-diphosphate reductase large subunit,protein-coding,-,-,-,ribonucleoside-diphosphate reductase large subunit,20200629,-
1094892,11257721,mg260,MegaChil _gp0260,-,-,-,-,putative ubiquitin-conjugating enzyme E2,protein-coding,-,-,-,putative ubiquitin-conjugating enzyme E2,20200629,-
1094892,11257722,mg663,MegaChil _gp0663,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257723,mg941,MegaChil _gp0941,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257724,mg730,MegaChil _gp0730,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257725,mg1112,MegaChil _gp1112,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257726,mg887,MegaChil _gp0887,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257727,mg95,MegaChil _gp0095,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257728,mg966,MegaChil _gp0966,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257729,mg404,MegaChil _gp0404,-,-,-,-,putative pyrophosphohydrolase,protein-coding,-,-,-,putative pyrophosphohydrolase,20200629,-
1094892,11257730,mg319,MegaChil _gp0319,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257731,mg371,MegaChil _gp0371,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257732,mg61,MegaChil _gp0061,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257733,mg264,MegaChil _gp0264,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257734,mg21,MegaChil _gp0021,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257735,mg325,MegaChil _gp0325,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257736,mg413,MegaChil _gp0413,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257737,mg698,MegaChil _gp0698,-,-,-,-,putative ATP-dependent helicase,protein-coding,-,-,-,putative ATP-dependent helicase,20200629,-
1094892,11257738,mg314,MegaChil _gp0314,-,-,-,-,putative rab-related GTPase,protein-coding,-,-,-,putative rab-related GTPase,20200629,-
1094892,11257739,mg880,MegaChil _gp0880,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257740,mg1099,MegaChil _gp1099,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257741,mg874,MegaChil _gp0874,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257742,mg162,MegaChil _gp0162,-,-,-,-,chaperone,protein-coding,-,-,-,chaperone,20200629,-
1094892,11257743,mg51,MegaChil _gp0051,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257744,mg826,MegaChil _gp0826,-,-,-,-,putative serine/threonine-protein kinase,protein-coding,-,-,-,putative serine/threonine-protein kinase,20200629,-
1094892,11257745,mg608,MegaChil _gp0608,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257746,mg1118,MegaChil _gp1118,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257747,mg364,MegaChil _gp0364,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257748,mg240,MegaChil _gp0240,-,-,-,-,putative UDP-N-acetylglucosamine pyrophosphorylase,protein-coding,-,-,-,putative UDP-N-acetylglucosamine pyrophosphorylase,20200629,-
1094892,11257749,mg340,MegaChil _gp0340,-,-,-,-,putative intron HNH endonuclease,protein-coding,-,-,-,putative intron HNH endonuclease,20200629,-
1094892,11257750,mg798,MegaChil _gp0798,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257751,mg614,MegaChil _gp0614,-,-,-,-,mitogen-activated protein kinase 2,protein-coding,-,-,-,mitogen-activated protein kinase 2,20200629,-
1094892,11257752,mg376,MegaChil _gp0376,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257753,mg406,MegaChil _gp0406,-,-,-,-,putative peptidase C1-like protein,protein-coding,-,-,-,putative peptidase C1-like protein,20200629,-
1094892,11257754,mg465,MegaChil _gp0465,-,-,-,-,putative intron encoded nuclease,protein-coding,-,-,-,putative intron encoded nuclease,20200629,-
1094892,11257755,mg861,MegaChil _gp0861,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257756,mg348,MegaChil _gp0348,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257757,mg450,MegaChil _gp0450,-,-,-,-,putative capsid protein 2,protein-coding,-,-,-,putative capsid protein 2,20200629,-
1094892,11257758,mg1070,MegaChil _gp1070,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257759,mg871,MegaChil _gp0871,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257760,mg908,MegaChil _gp0908,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257761,mg457,MegaChil _gp0457,-,-,-,-,putative HNH endonuclease,protein-coding,-,-,-,putative HNH endonuclease,20200629,-
1094892,11257762,mg263,MegaChil _gp0263,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257763,mg141,MegaChil _gp0141,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257764,mg753,MegaChil _gp0753,-,-,-,-,putative GTP-binding protein,protein-coding,-,-,-,putative GTP-binding protein,20200629,-
1094892,11257765,mg907,MegaChil _gp0907,-,-,-,-,tyrosyl-tRNA synthetase,protein-coding,-,-,-,tyrosyl-tRNA synthetase,20200629,-
1094892,11257766,mg1056,MegaChil _gp1056,-,-,-,-,putative ankyrin repeat protein,protein-coding,-,-,-,putative ankyrin repeat protein,20200629,-
1094892,11257767,mg382,MegaChil _gp0382,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257768,mg452,MegaChil _gp0452,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257769,mg542,MegaChil _gp0542,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257770,mg216,MegaChil _gp0216,-,-,-,-,putative set domain-containing protein,protein-coding,-,-,-,putative set domain-containing protein,20200629,-
1094892,11257771,mg865,MegaChil _gp0865,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11257772,mg401,MegaChil _gp0401,-,-,-,-,putative transposase,protein-coding,-,-,-,putative transposase,20200629,-
1094892,11257773,mg520,MegaChil _gp0520,-,-,-,-,putative diphosphoinositol polyphosphate phosphohydrolase,protein-coding,-,-,-,putative diphosphoinositol polyphosphate phosphohydrolase,20200629,-
1094892,11257774,mg665,MegaChil _gp0665,-,-,-,-,phosphomannomutase,protein-coding,-,-,-,phosphomannomutase,20200629,-
1094892,11257775,mg330,MegaChil _gp0330,-,-,-,-,putative zinc protease,protein-coding,-,-,-,putative zinc protease,20200629,-
1094892,11257776,mg693,MegaChil _gp0693,-,-,-,-,putative patatin-like phospholipase,protein-coding,-,-,-,putative patatin-like phospholipase,20200629,-
1094892,11257777,mg637,MegaChil _gp0637,-,-,-,-,cyanovirin-N domain protein,protein-coding,-,-,-,cyanovirin-N domain protein,20200629,-
1094892,11257778,mg375,MegaChil _gp0375,-,-,-,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200629,-
1094892,11266669,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene.,other,-,-,-,-,20200617,-
