#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1904413,64638734,DEU56DRAFT_10000,DEU56DRAFT_10000,-,-,Unknown,-,BET3 family protein,protein-coding,-,-,-,BET3 family protein,20210605,-
1904413,64642864,DEU56DRAFT_738842,DEU56DRAFT_738842,-,-,Unknown,-,Alpha/beta hydrolase fold-1,protein-coding,-,-,-,Alpha/beta hydrolase fold-1,20210605,-
1904413,64642865,DEU56DRAFT_738891,DEU56DRAFT_738891,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642866,DEU56DRAFT_738897,DEU56DRAFT_738897,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642867,DEU56DRAFT_738908,DEU56DRAFT_738908,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642868,DEU56DRAFT_738943,DEU56DRAFT_738943,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642869,DEU56DRAFT_738948,DEU56DRAFT_738948,-,-,Unknown,-,peptidase S8/S53 domain-containing protein,protein-coding,-,-,-,peptidase S8/S53 domain-containing protein,20210605,-
1904413,64642870,DEU56DRAFT_738972,DEU56DRAFT_738972,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642871,DEU56DRAFT_738978,DEU56DRAFT_738978,-,-,Unknown,-,NADP-dependent oxidoreductase domain-containing protein,protein-coding,-,-,-,NADP-dependent oxidoreductase domain-containing protein,20210605,-
1904413,64642872,DEU56DRAFT_739043,DEU56DRAFT_739043,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642873,DEU56DRAFT_739054,DEU56DRAFT_739054,-,-,Unknown,-,PIN domain-like protein,protein-coding,-,-,-,PIN domain-like protein,20210605,-
1904413,64642874,DEU56DRAFT_73907,DEU56DRAFT_73907,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64642875,DEU56DRAFT_739075,DEU56DRAFT_739075,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642876,DEU56DRAFT_739085,DEU56DRAFT_739085,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642877,DEU56DRAFT_739092,DEU56DRAFT_739092,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642878,DEU56DRAFT_739117,DEU56DRAFT_739117,-,-,Unknown,-,FAD/NAD(P)-binding domain-containing protein,protein-coding,-,-,-,FAD/NAD(P)-binding domain-containing protein,20210605,-
1904413,64642879,DEU56DRAFT_739119,DEU56DRAFT_739119,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642880,DEU56DRAFT_739127,DEU56DRAFT_739127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642881,DEU56DRAFT_739132,DEU56DRAFT_739132,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642882,DEU56DRAFT_739145,DEU56DRAFT_739145,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642883,DEU56DRAFT_739150,DEU56DRAFT_739150,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642884,DEU56DRAFT_739164,DEU56DRAFT_739164,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642885,DEU56DRAFT_739171,DEU56DRAFT_739171,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642886,DEU56DRAFT_739180,DEU56DRAFT_739180,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642887,DEU56DRAFT_739184,DEU56DRAFT_739184,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642888,DEU56DRAFT_739187,DEU56DRAFT_739187,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642889,DEU56DRAFT_739210,DEU56DRAFT_739210,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642890,DEU56DRAFT_739225,DEU56DRAFT_739225,-,-,Unknown,-,ankyrin repeat-containing domain protein,protein-coding,-,-,-,ankyrin repeat-containing domain protein,20210605,-
1904413,64642891,DEU56DRAFT_739252,DEU56DRAFT_739252,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642892,DEU56DRAFT_739261,DEU56DRAFT_739261,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642893,DEU56DRAFT_739278,DEU56DRAFT_739278,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642894,DEU56DRAFT_739281,DEU56DRAFT_739281,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642895,DEU56DRAFT_739282,DEU56DRAFT_739282,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642896,DEU56DRAFT_739288,DEU56DRAFT_739288,-,-,Unknown,-,Endonuclease/exonuclease/phosphatase,protein-coding,-,-,-,Endonuclease/exonuclease/phosphatase,20210605,-
1904413,64642897,DEU56DRAFT_739311,DEU56DRAFT_739311,-,-,Unknown,-,ELMO/CED-12 family-domain-containing protein,protein-coding,-,-,-,ELMO/CED-12 family-domain-containing protein,20210605,-
1904413,64642898,DEU56DRAFT_739318,DEU56DRAFT_739318,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642899,DEU56DRAFT_739322,DEU56DRAFT_739322,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642900,DEU56DRAFT_739344,DEU56DRAFT_739344,-,-,Unknown,-,carbohydrate esterase family 4 protein,protein-coding,-,-,-,carbohydrate esterase family 4 protein,20210605,-
1904413,64642901,DEU56DRAFT_739349,DEU56DRAFT_739349,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642902,DEU56DRAFT_739366,DEU56DRAFT_739366,-,-,Unknown,-,Sec1-like protein,protein-coding,-,-,-,Sec1-like protein,20210605,-
1904413,64642903,DEU56DRAFT_739371,DEU56DRAFT_739371,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642904,DEU56DRAFT_739392,DEU56DRAFT_739392,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642905,DEU56DRAFT_739394,DEU56DRAFT_739394,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642906,DEU56DRAFT_739407,DEU56DRAFT_739407,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642907,DEU56DRAFT_739411,DEU56DRAFT_739411,-,-,Unknown,-,GC-rich sequence DNA-binding factor-like protein-domain-containing protein,protein-coding,-,-,-,GC-rich sequence DNA-binding factor-like protein-domain-containing protein,20210605,-
1904413,64642908,DEU56DRAFT_739422,DEU56DRAFT_739422,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1904413,64642909,DEU56DRAFT_739455,DEU56DRAFT_739455,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642910,DEU56DRAFT_739456,DEU56DRAFT_739456,-,-,Unknown,-,glycoside hydrolase family 16 protein,protein-coding,-,-,-,glycoside hydrolase family 16 protein,20210605,-
1904413,64642911,DEU56DRAFT_739480,DEU56DRAFT_739480,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642912,DEU56DRAFT_739482,DEU56DRAFT_739482,-,-,Unknown,-,6-phosphogluconate dehydrogenase,protein-coding,-,-,-,6-phosphogluconate dehydrogenase,20210605,-
1904413,64642913,DEU56DRAFT_739490,DEU56DRAFT_739490,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642914,DEU56DRAFT_739500,DEU56DRAFT_739500,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642915,DEU56DRAFT_739506,DEU56DRAFT_739506,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1904413,64642916,DEU56DRAFT_739507,DEU56DRAFT_739507,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642917,DEU56DRAFT_739531,DEU56DRAFT_739531,-,-,Unknown,-,chitin synthase-domain-containing protein,protein-coding,-,-,-,chitin synthase-domain-containing protein,20210605,-
1904413,64642918,DEU56DRAFT_739535,DEU56DRAFT_739535,-,-,Unknown,-,SPOC like C-terminal domain-containing protein,protein-coding,-,-,-,SPOC like C-terminal domain-containing protein,20210605,-
1904413,64642919,DEU56DRAFT_739539,DEU56DRAFT_739539,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642920,DEU56DRAFT_739541,DEU56DRAFT_739541,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642921,DEU56DRAFT_739542,DEU56DRAFT_739542,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642922,DEU56DRAFT_739579,DEU56DRAFT_739579,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642923,DEU56DRAFT_739581,DEU56DRAFT_739581,-,-,Unknown,-,scaffold protein Nfu/NifU N terminal-domain-containing protein,protein-coding,-,-,-,scaffold protein Nfu/NifU N terminal-domain-containing protein,20210605,-
1904413,64642924,DEU56DRAFT_739585,DEU56DRAFT_739585,-,-,Unknown,-,anion-transporting ATPase,protein-coding,-,-,-,anion-transporting ATPase,20210605,-
1904413,64642925,DEU56DRAFT_739608,DEU56DRAFT_739608,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642926,DEU56DRAFT_739629,DEU56DRAFT_739629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642927,DEU56DRAFT_739630,DEU56DRAFT_739630,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642928,DEU56DRAFT_739647,DEU56DRAFT_739647,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642929,DEU56DRAFT_739651,DEU56DRAFT_739651,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642930,DEU56DRAFT_739661,DEU56DRAFT_739661,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642931,DEU56DRAFT_739663,DEU56DRAFT_739663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642932,DEU56DRAFT_739680,DEU56DRAFT_739680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642933,DEU56DRAFT_739696,DEU56DRAFT_739696,-,-,Unknown,-,Chloroperoxidase,protein-coding,-,-,-,Chloroperoxidase,20210605,-
1904413,64642934,DEU56DRAFT_739704,DEU56DRAFT_739704,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210605,-
1904413,64642935,DEU56DRAFT_739710,DEU56DRAFT_739710,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64642936,DEU56DRAFT_739716,DEU56DRAFT_739716,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642937,DEU56DRAFT_739721,DEU56DRAFT_739721,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642938,DEU56DRAFT_739723,DEU56DRAFT_739723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642939,DEU56DRAFT_739729,DEU56DRAFT_739729,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642940,DEU56DRAFT_739744,DEU56DRAFT_739744,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642941,DEU56DRAFT_739759,DEU56DRAFT_739759,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642942,DEU56DRAFT_739765,DEU56DRAFT_739765,-,-,Unknown,-,DNA glycosylase,protein-coding,-,-,-,DNA glycosylase,20210605,-
1904413,64642943,DEU56DRAFT_739775,DEU56DRAFT_739775,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642944,DEU56DRAFT_739838,DEU56DRAFT_739838,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642945,DEU56DRAFT_739839,DEU56DRAFT_739839,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642946,DEU56DRAFT_739852,DEU56DRAFT_739852,-,-,Unknown,-,casein kinase I isoform delta,protein-coding,-,-,-,casein kinase I isoform delta,20210605,-
1904413,64642947,DEU56DRAFT_739862,DEU56DRAFT_739862,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642948,DEU56DRAFT_739869,DEU56DRAFT_739869,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642949,DEU56DRAFT_739870,DEU56DRAFT_739870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642950,DEU56DRAFT_739879,DEU56DRAFT_739879,-,-,Unknown,-,carbohydrate esterase family 8 protein,protein-coding,-,-,-,carbohydrate esterase family 8 protein,20210605,-
1904413,64642951,DEU56DRAFT_739930,DEU56DRAFT_739930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642952,DEU56DRAFT_739947,DEU56DRAFT_739947,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642953,DEU56DRAFT_739952,DEU56DRAFT_739952,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642954,DEU56DRAFT_739954,DEU56DRAFT_739954,-,-,Unknown,-,OPT oligopeptide transporter protein-domain-containing protein,protein-coding,-,-,-,OPT oligopeptide transporter protein-domain-containing protein,20210605,-
1904413,64642955,DEU56DRAFT_73998,DEU56DRAFT_73998,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642956,DEU56DRAFT_739986,DEU56DRAFT_739986,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642957,DEU56DRAFT_740020,DEU56DRAFT_740020,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642958,DEU56DRAFT_740035,DEU56DRAFT_740035,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642959,DEU56DRAFT_74009,DEU56DRAFT_74009,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642960,DEU56DRAFT_740110,DEU56DRAFT_740110,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642961,DEU56DRAFT_740127,DEU56DRAFT_740127,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642962,DEU56DRAFT_740135,DEU56DRAFT_740135,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642963,DEU56DRAFT_740139,DEU56DRAFT_740139,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642964,DEU56DRAFT_74014,DEU56DRAFT_74014,-,-,Unknown,-,CHAT domain-containing protein,protein-coding,-,-,-,CHAT domain-containing protein,20210605,-
1904413,64642965,DEU56DRAFT_740145,DEU56DRAFT_740145,-,-,Unknown,-,major facilitator superfamily domain-containing protein,protein-coding,-,-,-,major facilitator superfamily domain-containing protein,20210605,-
1904413,64642966,DEU56DRAFT_740174,DEU56DRAFT_740174,-,-,Unknown,-,P-loop containing nucleoside triphosphate hydrolase protein,protein-coding,-,-,-,P-loop containing nucleoside triphosphate hydrolase protein,20210605,-
1904413,64642967,DEU56DRAFT_740186,DEU56DRAFT_740186,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642968,DEU56DRAFT_740192,DEU56DRAFT_740192,-,-,Unknown,-,cytochrome c oxidase polypeptide IV,protein-coding,-,-,-,cytochrome c oxidase polypeptide IV,20210605,-
1904413,64642969,DEU56DRAFT_740220,DEU56DRAFT_740220,-,-,Unknown,-,DNA breaking-rejoining enzyme,protein-coding,-,-,-,DNA breaking-rejoining enzyme,20210605,-
1904413,64642970,DEU56DRAFT_740231,DEU56DRAFT_740231,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642971,DEU56DRAFT_740233,DEU56DRAFT_740233,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642972,DEU56DRAFT_740244,DEU56DRAFT_740244,-,-,Unknown,-,exocyst complex component Sec10-like protein,protein-coding,-,-,-,exocyst complex component Sec10-like protein,20210605,-
1904413,64642973,DEU56DRAFT_740247,DEU56DRAFT_740247,-,-,Unknown,-,amidase signature domain-containing protein,protein-coding,-,-,-,amidase signature domain-containing protein,20210605,-
1904413,64642974,DEU56DRAFT_740251,DEU56DRAFT_740251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642975,DEU56DRAFT_740254,DEU56DRAFT_740254,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642976,DEU56DRAFT_740255,DEU56DRAFT_740255,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642977,DEU56DRAFT_740303,DEU56DRAFT_740303,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642978,DEU56DRAFT_740304,DEU56DRAFT_740304,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642979,DEU56DRAFT_740314,DEU56DRAFT_740314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642980,DEU56DRAFT_740335,DEU56DRAFT_740335,-,-,Unknown,-,glycosyltransferase family 69 protein,protein-coding,-,-,-,glycosyltransferase family 69 protein,20210605,-
1904413,64642981,DEU56DRAFT_740363,DEU56DRAFT_740363,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642982,DEU56DRAFT_740368,DEU56DRAFT_740368,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642983,DEU56DRAFT_740387,DEU56DRAFT_740387,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642984,DEU56DRAFT_740403,DEU56DRAFT_740403,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642985,DEU56DRAFT_740420,DEU56DRAFT_740420,-,-,Unknown,-,Alpha/Beta hydrolase protein,protein-coding,-,-,-,Alpha/Beta hydrolase protein,20210605,-
1904413,64642986,DEU56DRAFT_740426,DEU56DRAFT_740426,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642987,DEU56DRAFT_740429,DEU56DRAFT_740429,-,-,Unknown,-,UbiA prenyltransferase family-domain-containing protein,protein-coding,-,-,-,UbiA prenyltransferase family-domain-containing protein,20210605,-
1904413,64642988,DEU56DRAFT_740439,DEU56DRAFT_740439,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210605,-
1904413,64642989,DEU56DRAFT_740460,DEU56DRAFT_740460,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
1904413,64642990,DEU56DRAFT_740481,DEU56DRAFT_740481,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210507,-
