#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
498019,29139794,NEWENTRY,-,-,-,-,-,Record to support submission of GeneRIFs for a gene not in Gene (Candida auris).,other,-,-,-,-,20210327,-
498019,40026747,CJI97_001600,CJI97_001600,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40026748,CJI97_001601,CJI97_001601,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026749,CJI97_001602,CJI97_001602,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026750,CJI97_001603,CJI97_001603,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026751,CJI97_001604,CJI97_001604,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026752,CJI97_001605,CJI97_001605,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026753,CJI97_001606,CJI97_001606,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026754,CJI97_001607,CJI97_001607,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026755,CJI97_001608,CJI97_001608,-,-,Unknown,-,"potassium/sodium efflux P-type ATPase, fungal-type",protein-coding,-,-,-,"potassium/sodium efflux P-type ATPase, fungal-type",20210309,-
498019,40026756,CJI97_001609,CJI97_001609,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026757,CJI97_001610,CJI97_001610,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026758,CJI97_001611,CJI97_001611,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026759,CJI97_001612,CJI97_001612,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026760,CJI97_001613,CJI97_001613,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026761,CJI97_001614,CJI97_001614,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026762,CJI97_001615,CJI97_001615,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026763,CJI97_001616,CJI97_001616,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026764,CJI97_001617,CJI97_001617,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026765,CJI97_001618,CJI97_001618,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026766,CJI97_001619,CJI97_001619,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026767,CJI97_001620,CJI97_001620,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026768,CJI97_001621,CJI97_001621,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026769,CJI97_001622,CJI97_001622,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026770,CJI97_001623,CJI97_001623,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40026771,CJI97_001624,CJI97_001624,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026772,CJI97_001625,CJI97_001625,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026773,CJI97_001626,CJI97_001626,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026774,CJI97_001627,CJI97_001627,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026775,CJI97_001628,CJI97_001628,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026776,CJI97_001629,CJI97_001629,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40026777,CJI97_001630,CJI97_001630,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026778,CJI97_001631,CJI97_001631,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026779,CJI97_001632,CJI97_001632,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026780,CJI97_001633,CJI97_001633,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026781,CJI97_001634,CJI97_001634,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026782,CJI97_001635,CJI97_001635,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026783,CJI97_001636,CJI97_001636,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026784,CJI97_001637,CJI97_001637,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026785,CJI97_001638,CJI97_001638,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026786,CJI97_001639,CJI97_001639,-,-,Unknown,-,peptidyl-prolyl cis-trans isomerase,protein-coding,-,-,-,peptidyl-prolyl cis-trans isomerase,20210309,-
498019,40026787,CJI97_001640,CJI97_001640,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026788,CJI97_001641,CJI97_001641,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026789,CJI97_001642,CJI97_001642,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026790,CJI97_001643,CJI97_001643,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026791,CJI97_001644,CJI97_001644,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026792,CJI97_001645,CJI97_001645,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026793,CJI97_001646,CJI97_001646,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026794,CJI97_001647,CJI97_001647,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026795,CJI97_001648,CJI97_001648,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40026796,CJI97_001649,CJI97_001649,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40026797,CJI97_001650,CJI97_001650,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026798,CJI97_001651,CJI97_001651,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026799,CJI97_001652,CJI97_001652,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026800,CJI97_001653,CJI97_001653,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026801,CJI97_001654,CJI97_001654,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026802,CJI97_001655,CJI97_001655,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026803,CJI97_001656,CJI97_001656,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026804,CJI97_001657,CJI97_001657,-,-,Unknown,-,protein transporter SEC23,protein-coding,-,-,-,protein transporter SEC23,20210309,-
498019,40026805,CJI97_001658,CJI97_001658,-,-,Unknown,-,Fe-S protein assembly co-chaperone HscB,protein-coding,-,-,-,Fe-S protein assembly co-chaperone HscB,20210309,-
498019,40026806,CJI97_001659,CJI97_001659,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026807,CJI97_001660,CJI97_001660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026808,CJI97_001661,CJI97_001661,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026809,CJI97_001662,CJI97_001662,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026810,CJI97_001663,CJI97_001663,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026811,CJI97_001664,CJI97_001664,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026812,CJI97_001665,CJI97_001665,-,-,Unknown,-,cystathionine beta-lyase,protein-coding,-,-,-,cystathionine beta-lyase,20210424,-
498019,40026813,CJI97_001666,CJI97_001666,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026814,CJI97_001667,CJI97_001667,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026815,CJI97_001668,CJI97_001668,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026816,CJI97_001669,CJI97_001669,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026817,CJI97_001670,CJI97_001670,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026818,CJI97_001671,CJI97_001671,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026819,CJI97_001672,CJI97_001672,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026820,CJI97_001673,CJI97_001673,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026821,CJI97_001674,CJI97_001674,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40026822,CJI97_001675,CJI97_001675,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026823,CJI97_001676,CJI97_001676,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026824,CJI97_001677,CJI97_001677,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026825,CJI97_001678,CJI97_001678,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026826,CJI97_001679,CJI97_001679,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026827,CJI97_001680,CJI97_001680,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026828,CJI97_001681,CJI97_001681,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40026829,CJI97_001682,CJI97_001682,-,-,Unknown,-,tRNA,tRNA,-,-,-,-,20200919,-
498019,40026830,CJI97_001683,CJI97_001683,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026831,CJI97_001684,CJI97_001684,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026832,CJI97_001685,CJI97_001685,-,-,Unknown,-,tRNA(Ile)-lysidine synthetase,protein-coding,-,-,-,tRNA(Ile)-lysidine synthetase,20210309,-
498019,40026833,CJI97_001686,CJI97_001686,-,-,Unknown,-,isoleucine-tRNA ligase,protein-coding,-,-,-,isoleucine-tRNA ligase,20210309,-
498019,40026834,CJI97_001687,CJI97_001687,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026835,CJI97_001688,CJI97_001688,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026836,CJI97_001689,CJI97_001689,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026837,CJI97_001690,CJI97_001690,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026838,CJI97_001691,CJI97_001691,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026839,CJI97_001692,CJI97_001692,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026840,CJI97_001693,CJI97_001693,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026841,CJI97_001694,CJI97_001694,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026842,CJI97_001695,CJI97_001695,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026843,CJI97_001696,CJI97_001696,-,-,Unknown,-,5'/3'-nucleotidase SurE,protein-coding,-,-,-,5'/3'-nucleotidase SurE,20210309,-
498019,40026844,CJI97_001697,CJI97_001697,-,-,Unknown,-,5'/3'-nucleotidase SurE,protein-coding,-,-,-,5'/3'-nucleotidase SurE,20210309,-
498019,40026845,CJI97_001698,CJI97_001698,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026846,CJI97_001699,CJI97_001699,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026847,CJI97_001700,CJI97_001700,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026848,CJI97_001701,CJI97_001701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026849,CJI97_001702,CJI97_001702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026850,CJI97_001703,CJI97_001703,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026851,CJI97_001704,CJI97_001704,-,-,Unknown,-,phosphoribosylamine-glycine ligase,protein-coding,-,-,-,phosphoribosylamine-glycine ligase,20210309,-
498019,40026852,CJI97_001705,CJI97_001705,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026853,CJI97_001706,CJI97_001706,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026854,CJI97_001707,CJI97_001707,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026855,CJI97_001708,CJI97_001708,-,-,Unknown,-,nicotinate-nucleotide diphosphorylase (carboxylating),protein-coding,-,-,-,nicotinate-nucleotide diphosphorylase (carboxylating),20210309,-
498019,40026856,CJI97_001709,CJI97_001709,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026857,CJI97_001710,CJI97_001710,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026858,CJI97_001711,CJI97_001711,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026859,CJI97_001712,CJI97_001712,-,-,Unknown,-,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,protein-coding,-,-,-,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,20210309,-
498019,40026860,CJI97_001713,CJI97_001713,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026861,CJI97_001714,CJI97_001714,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026862,CJI97_001715,CJI97_001715,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026863,CJI97_001716,CJI97_001716,-,-,Unknown,-,transcriptional activator HAP2,protein-coding,-,-,-,transcriptional activator HAP2,20210424,-
498019,40026864,CJI97_001717,CJI97_001717,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026865,CJI97_001718,CJI97_001718,-,-,Unknown,-,GDP-mannose transporter,protein-coding,-,-,-,GDP-mannose transporter,20210309,-
498019,40026866,CJI97_001719,CJI97_001719,-,-,Unknown,-,glutamate decarboxylase,protein-coding,-,-,-,glutamate decarboxylase,20210309,-
498019,40026867,CJI97_001720,CJI97_001720,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40026868,CJI97_001721,CJI97_001721,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026869,CJI97_001722,CJI97_001722,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026870,CJI97_001723,CJI97_001723,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026871,CJI97_001724,CJI97_001724,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026872,CJI97_001725,CJI97_001725,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026873,CJI97_001726,CJI97_001726,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026874,CJI97_001728,CJI97_001728,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40026875,CJI97_001729,CJI97_001729,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026876,CJI97_001730,CJI97_001730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026877,CJI97_001731,CJI97_001731,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026878,CJI97_001732,CJI97_001732,-,-,Unknown,-,homoserine O-acetyltransferase,protein-coding,-,-,-,homoserine O-acetyltransferase,20210309,-
498019,40026879,CJI97_001733,CJI97_001733,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210424,-
498019,40026880,CJI97_001734,CJI97_001734,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026881,CJI97_001735,CJI97_001735,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
498019,40026882,CJI97_001736,CJI97_001736,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210309,-
