#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
578459,28972427,RHOBADRAFT_10053,RHOBADRAFT_10053,-,-,Unknown,-,60S ribosomal protein L12,protein-coding,-,-,-,60S ribosomal protein L12,20200205,-
578459,28974174,RHOBADRAFT_40523,RHOBADRAFT_40523,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974175,RHOBADRAFT_40533,RHOBADRAFT_40533,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974176,RHOBADRAFT_40541,RHOBADRAFT_40541,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974177,RHOBADRAFT_40546,RHOBADRAFT_40546,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974178,RHOBADRAFT_40565,RHOBADRAFT_40565,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974179,RHOBADRAFT_40569,RHOBADRAFT_40569,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974180,RHOBADRAFT_40589,RHOBADRAFT_40589,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974181,RHOBADRAFT_40590,RHOBADRAFT_40590,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974182,RHOBADRAFT_40603,RHOBADRAFT_40603,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974183,RHOBADRAFT_40606,RHOBADRAFT_40606,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974184,RHOBADRAFT_40608,RHOBADRAFT_40608,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974185,RHOBADRAFT_40617,RHOBADRAFT_40617,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974186,RHOBADRAFT_40619,RHOBADRAFT_40619,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974187,RHOBADRAFT_40629,RHOBADRAFT_40629,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974188,RHOBADRAFT_40635,RHOBADRAFT_40635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974189,RHOBADRAFT_40644,RHOBADRAFT_40644,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974190,RHOBADRAFT_40647,RHOBADRAFT_40647,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974191,RHOBADRAFT_40649,RHOBADRAFT_40649,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974192,RHOBADRAFT_40652,RHOBADRAFT_40652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974193,RHOBADRAFT_40656,RHOBADRAFT_40656,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974194,RHOBADRAFT_40662,RHOBADRAFT_40662,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974195,RHOBADRAFT_40683,RHOBADRAFT_40683,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974196,RHOBADRAFT_40691,RHOBADRAFT_40691,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974197,RHOBADRAFT_40693,RHOBADRAFT_40693,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974198,RHOBADRAFT_40695,RHOBADRAFT_40695,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974199,RHOBADRAFT_40697,RHOBADRAFT_40697,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974200,RHOBADRAFT_40699,RHOBADRAFT_40699,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974201,RHOBADRAFT_40704,RHOBADRAFT_40704,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974202,RHOBADRAFT_40705,RHOBADRAFT_40705,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974203,RHOBADRAFT_40713,RHOBADRAFT_40713,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974204,RHOBADRAFT_40718,RHOBADRAFT_40718,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974205,RHOBADRAFT_40719,RHOBADRAFT_40719,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974206,RHOBADRAFT_40724,RHOBADRAFT_40724,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974207,RHOBADRAFT_40726,RHOBADRAFT_40726,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974208,RHOBADRAFT_40731,RHOBADRAFT_40731,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974209,RHOBADRAFT_40739,RHOBADRAFT_40739,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974210,RHOBADRAFT_40743,RHOBADRAFT_40743,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974211,RHOBADRAFT_40745,RHOBADRAFT_40745,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974212,RHOBADRAFT_40746,RHOBADRAFT_40746,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974213,RHOBADRAFT_40749,RHOBADRAFT_40749,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974214,RHOBADRAFT_40756,RHOBADRAFT_40756,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974215,RHOBADRAFT_40758,RHOBADRAFT_40758,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974216,RHOBADRAFT_40769,RHOBADRAFT_40769,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974217,RHOBADRAFT_40780,RHOBADRAFT_40780,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974218,RHOBADRAFT_40781,RHOBADRAFT_40781,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974219,RHOBADRAFT_40783,RHOBADRAFT_40783,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974220,RHOBADRAFT_40784,RHOBADRAFT_40784,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974221,RHOBADRAFT_40785,RHOBADRAFT_40785,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974222,RHOBADRAFT_40798,RHOBADRAFT_40798,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974223,RHOBADRAFT_40803,RHOBADRAFT_40803,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974224,RHOBADRAFT_40810,RHOBADRAFT_40810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974225,RHOBADRAFT_40812,RHOBADRAFT_40812,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974226,RHOBADRAFT_40818,RHOBADRAFT_40818,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974227,RHOBADRAFT_40824,RHOBADRAFT_40824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974228,RHOBADRAFT_40827,RHOBADRAFT_40827,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974229,RHOBADRAFT_40831,RHOBADRAFT_40831,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974230,RHOBADRAFT_40839,RHOBADRAFT_40839,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974231,RHOBADRAFT_40841,RHOBADRAFT_40841,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974232,RHOBADRAFT_40843,RHOBADRAFT_40843,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974233,RHOBADRAFT_40851,RHOBADRAFT_40851,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974234,RHOBADRAFT_40861,RHOBADRAFT_40861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974235,RHOBADRAFT_40890,RHOBADRAFT_40890,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974236,RHOBADRAFT_40895,RHOBADRAFT_40895,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974237,RHOBADRAFT_40898,RHOBADRAFT_40898,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974238,RHOBADRAFT_40901,RHOBADRAFT_40901,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974239,RHOBADRAFT_40902,RHOBADRAFT_40902,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974240,RHOBADRAFT_40906,RHOBADRAFT_40906,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974241,RHOBADRAFT_40910,RHOBADRAFT_40910,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974242,RHOBADRAFT_40914,RHOBADRAFT_40914,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974243,RHOBADRAFT_40917,RHOBADRAFT_40917,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974244,RHOBADRAFT_40918,RHOBADRAFT_40918,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974245,RHOBADRAFT_40947,RHOBADRAFT_40947,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974246,RHOBADRAFT_40950,RHOBADRAFT_40950,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974247,RHOBADRAFT_40953,RHOBADRAFT_40953,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974248,RHOBADRAFT_40958,RHOBADRAFT_40958,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974249,RHOBADRAFT_40970,RHOBADRAFT_40970,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974250,RHOBADRAFT_40977,RHOBADRAFT_40977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974251,RHOBADRAFT_40980,RHOBADRAFT_40980,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974252,RHOBADRAFT_40985,RHOBADRAFT_40985,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974253,RHOBADRAFT_40986,RHOBADRAFT_40986,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974254,RHOBADRAFT_40989,RHOBADRAFT_40989,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974255,RHOBADRAFT_40995,RHOBADRAFT_40995,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974256,RHOBADRAFT_41001,RHOBADRAFT_41001,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974257,RHOBADRAFT_41002,RHOBADRAFT_41002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974258,RHOBADRAFT_41007,RHOBADRAFT_41007,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974259,RHOBADRAFT_41013,RHOBADRAFT_41013,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974260,RHOBADRAFT_41019,RHOBADRAFT_41019,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974261,RHOBADRAFT_41022,RHOBADRAFT_41022,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974262,RHOBADRAFT_41028,RHOBADRAFT_41028,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974263,RHOBADRAFT_41039,RHOBADRAFT_41039,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974264,RHOBADRAFT_41056,RHOBADRAFT_41056,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974265,RHOBADRAFT_41061,RHOBADRAFT_41061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974266,RHOBADRAFT_41081,RHOBADRAFT_41081,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974267,RHOBADRAFT_41088,RHOBADRAFT_41088,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974268,RHOBADRAFT_41106,RHOBADRAFT_41106,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974269,RHOBADRAFT_41111,RHOBADRAFT_41111,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974270,RHOBADRAFT_41124,RHOBADRAFT_41124,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974271,RHOBADRAFT_41146,RHOBADRAFT_41146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974272,RHOBADRAFT_41153,RHOBADRAFT_41153,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974273,RHOBADRAFT_41155,RHOBADRAFT_41155,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974274,RHOBADRAFT_41159,RHOBADRAFT_41159,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974275,RHOBADRAFT_41160,RHOBADRAFT_41160,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974276,RHOBADRAFT_41166,RHOBADRAFT_41166,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974277,RHOBADRAFT_41170,RHOBADRAFT_41170,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974278,RHOBADRAFT_41181,RHOBADRAFT_41181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974279,RHOBADRAFT_41189,RHOBADRAFT_41189,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974280,RHOBADRAFT_41194,RHOBADRAFT_41194,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974281,RHOBADRAFT_41201,RHOBADRAFT_41201,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974282,RHOBADRAFT_41208,RHOBADRAFT_41208,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974283,RHOBADRAFT_41213,RHOBADRAFT_41213,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974284,RHOBADRAFT_41214,RHOBADRAFT_41214,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974285,RHOBADRAFT_41217,RHOBADRAFT_41217,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974286,RHOBADRAFT_41231,RHOBADRAFT_41231,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974287,RHOBADRAFT_41233,RHOBADRAFT_41233,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974288,RHOBADRAFT_41234,RHOBADRAFT_41234,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974289,RHOBADRAFT_41235,RHOBADRAFT_41235,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974290,RHOBADRAFT_41238,RHOBADRAFT_41238,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974291,RHOBADRAFT_41246,RHOBADRAFT_41246,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974292,RHOBADRAFT_41251,RHOBADRAFT_41251,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974293,RHOBADRAFT_41252,RHOBADRAFT_41252,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974294,RHOBADRAFT_41255,RHOBADRAFT_41255,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974295,RHOBADRAFT_41262,RHOBADRAFT_41262,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974296,RHOBADRAFT_41270,RHOBADRAFT_41270,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974297,RHOBADRAFT_41273,RHOBADRAFT_41273,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974298,RHOBADRAFT_41274,RHOBADRAFT_41274,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974299,RHOBADRAFT_41280,RHOBADRAFT_41280,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974300,RHOBADRAFT_41281,RHOBADRAFT_41281,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974301,RHOBADRAFT_41288,RHOBADRAFT_41288,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974302,RHOBADRAFT_41301,RHOBADRAFT_41301,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974303,RHOBADRAFT_41310,RHOBADRAFT_41310,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974304,RHOBADRAFT_41316,RHOBADRAFT_41316,-,-,Unknown,-,glycosyltransferase family 2 protein,protein-coding,-,-,-,glycosyltransferase family 2 protein,20200205,-
578459,28974305,RHOBADRAFT_41318,RHOBADRAFT_41318,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974306,RHOBADRAFT_41321,RHOBADRAFT_41321,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974307,RHOBADRAFT_41338,RHOBADRAFT_41338,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974308,RHOBADRAFT_41341,RHOBADRAFT_41341,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974309,RHOBADRAFT_41342,RHOBADRAFT_41342,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974310,RHOBADRAFT_41347,RHOBADRAFT_41347,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974311,RHOBADRAFT_41350,RHOBADRAFT_41350,-,-,Unknown,-,glycoside hydrolase family 61 protein,protein-coding,-,-,-,glycoside hydrolase family 61 protein,20200205,-
578459,28974312,RHOBADRAFT_41351,RHOBADRAFT_41351,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974313,RHOBADRAFT_41352,RHOBADRAFT_41352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974314,RHOBADRAFT_41353,RHOBADRAFT_41353,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974315,RHOBADRAFT_41356,RHOBADRAFT_41356,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974316,RHOBADRAFT_41357,RHOBADRAFT_41357,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974317,RHOBADRAFT_41358,RHOBADRAFT_41358,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974318,RHOBADRAFT_41366,RHOBADRAFT_41366,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974319,RHOBADRAFT_41367,RHOBADRAFT_41367,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974320,RHOBADRAFT_41376,RHOBADRAFT_41376,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974321,RHOBADRAFT_41377,RHOBADRAFT_41377,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974322,RHOBADRAFT_41378,RHOBADRAFT_41378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
578459,28974323,RHOBADRAFT_41379,RHOBADRAFT_41379,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200205,-
