#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
1392243,54414118,P152DRAFT_100491,P152DRAFT_100491,-,-,Unknown,-,eukaryotic translation initiation factor 4E,protein-coding,-,-,-,eukaryotic translation initiation factor 4E,20210313,-
1392243,54415552,P152DRAFT_28751,P152DRAFT_28751,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54415553,P152DRAFT_287594,P152DRAFT_287594,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415554,P152DRAFT_287658,P152DRAFT_287658,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415555,P152DRAFT_287686,P152DRAFT_287686,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415556,P152DRAFT_287804,P152DRAFT_287804,-,-,Unknown,-,glutaredoxin,protein-coding,-,-,-,glutaredoxin,20210313,-
1392243,54415557,P152DRAFT_287820,P152DRAFT_287820,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415558,P152DRAFT_28801,P152DRAFT_28801,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54415559,P152DRAFT_288011,P152DRAFT_288011,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415560,P152DRAFT_288014,P152DRAFT_288014,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415561,P152DRAFT_288535,P152DRAFT_288535,-,-,Unknown,-,SPRY-domain-containing protein,protein-coding,-,-,-,SPRY-domain-containing protein,20210313,-
1392243,54415562,P152DRAFT_288559,P152DRAFT_288559,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415563,P152DRAFT_288564,P152DRAFT_288564,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415564,P152DRAFT_288605,P152DRAFT_288605,-,-,Unknown,-,alcohol oxidase,protein-coding,-,-,-,alcohol oxidase,20210313,-
1392243,54415565,P152DRAFT_288616,P152DRAFT_288616,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415566,P152DRAFT_288957,P152DRAFT_288957,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415567,P152DRAFT_288960,P152DRAFT_288960,-,-,Unknown,-,NAD(P)-binding protein,protein-coding,-,-,-,NAD(P)-binding protein,20210313,-
1392243,54415568,P152DRAFT_289032,P152DRAFT_289032,-,-,Unknown,-,urea active transporter,protein-coding,-,-,-,urea active transporter,20210313,-
1392243,54415569,P152DRAFT_289178,P152DRAFT_289178,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415570,P152DRAFT_289314,P152DRAFT_289314,-,-,Unknown,-,sulfate permease-like protein,protein-coding,-,-,-,sulfate permease-like protein,20210313,-
1392243,54415571,P152DRAFT_289427,P152DRAFT_289427,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415572,P152DRAFT_289658,P152DRAFT_289658,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210313,-
1392243,54415573,P152DRAFT_289685,P152DRAFT_289685,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415574,P152DRAFT_289702,P152DRAFT_289702,-,-,Unknown,-,cation efflux protein,protein-coding,-,-,-,cation efflux protein,20210313,-
1392243,54415575,P152DRAFT_289732,P152DRAFT_289732,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415576,P152DRAFT_289822,P152DRAFT_289822,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415577,P152DRAFT_289884,P152DRAFT_289884,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415578,P152DRAFT_290021,P152DRAFT_290021,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415579,P152DRAFT_290089,P152DRAFT_290089,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415580,P152DRAFT_290094,P152DRAFT_290094,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415581,P152DRAFT_290156,P152DRAFT_290156,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415582,P152DRAFT_290301,P152DRAFT_290301,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415583,P152DRAFT_290512,P152DRAFT_290512,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415584,P152DRAFT_290677,P152DRAFT_290677,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415585,P152DRAFT_290906,P152DRAFT_290906,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415586,P152DRAFT_291314,P152DRAFT_291314,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415587,P152DRAFT_291517,P152DRAFT_291517,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415588,P152DRAFT_291604,P152DRAFT_291604,-,-,Unknown,-,arad-like aldolase/epimerase,protein-coding,-,-,-,arad-like aldolase/epimerase,20210313,-
1392243,54415589,P152DRAFT_291656,P152DRAFT_291656,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415590,P152DRAFT_291702,P152DRAFT_291702,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415591,P152DRAFT_291730,P152DRAFT_291730,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415592,P152DRAFT_291813,P152DRAFT_291813,-,-,Unknown,-,NADH-ubiquinone oxidoreductase 49 kDa subunit,protein-coding,-,-,-,NADH-ubiquinone oxidoreductase 49 kDa subunit,20210313,-
1392243,54415593,P152DRAFT_291849,P152DRAFT_291849,-,-,Unknown,-,valyl-tRNA synthetase-like protein,protein-coding,-,-,-,valyl-tRNA synthetase-like protein,20210313,-
1392243,54415594,P152DRAFT_292173,P152DRAFT_292173,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415595,P152DRAFT_292271,P152DRAFT_292271,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415596,P152DRAFT_292334,P152DRAFT_292334,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415597,P152DRAFT_292720,P152DRAFT_292720,-,-,Unknown,-,inositol phosphatase,protein-coding,-,-,-,inositol phosphatase,20210313,-
1392243,54415598,P152DRAFT_292767,P152DRAFT_292767,-,-,Unknown,-,polyadenylate binding protein,protein-coding,-,-,-,polyadenylate binding protein,20210313,-
1392243,54415599,P152DRAFT_292887,P152DRAFT_292887,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415600,P152DRAFT_292929,P152DRAFT_292929,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415601,P152DRAFT_292932,P152DRAFT_292932,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415602,P152DRAFT_292937,P152DRAFT_292937,-,-,Unknown,-,Septin,protein-coding,-,-,-,Septin,20210313,-
1392243,54415603,P152DRAFT_293144,P152DRAFT_293144,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415604,P152DRAFT_293540,P152DRAFT_293540,-,-,Unknown,-,inosine monophosphate dehydrogenase,protein-coding,-,-,-,inosine monophosphate dehydrogenase,20210313,-
1392243,54415605,P152DRAFT_293637,P152DRAFT_293637,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415606,P152DRAFT_29413,P152DRAFT_29413,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54415607,P152DRAFT_294451,P152DRAFT_294451,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415608,P152DRAFT_294870,P152DRAFT_294870,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415609,P152DRAFT_295193,P152DRAFT_295193,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415610,P152DRAFT_295212,P152DRAFT_295212,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415611,P152DRAFT_295329,P152DRAFT_295329,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415612,P152DRAFT_295526,P152DRAFT_295526,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415613,P152DRAFT_295904,P152DRAFT_295904,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415614,P152DRAFT_296125,P152DRAFT_296125,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415615,P152DRAFT_296163,P152DRAFT_296163,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415616,P152DRAFT_296903,P152DRAFT_296903,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415617,P152DRAFT_296912,P152DRAFT_296912,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415618,P152DRAFT_296978,P152DRAFT_296978,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415619,P152DRAFT_297026,P152DRAFT_297026,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415620,P152DRAFT_297056,P152DRAFT_297056,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415621,P152DRAFT_297215,P152DRAFT_297215,-,-,Unknown,-,reductase with broad range of substrate specificity,protein-coding,-,-,-,reductase with broad range of substrate specificity,20210313,-
1392243,54415622,P152DRAFT_297320,P152DRAFT_297320,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415623,P152DRAFT_297375,P152DRAFT_297375,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415624,P152DRAFT_297755,P152DRAFT_297755,-,-,Unknown,-,Metallo-dependent phosphatase,protein-coding,-,-,-,Metallo-dependent phosphatase,20210313,-
1392243,54415625,P152DRAFT_297762,P152DRAFT_297762,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415626,P152DRAFT_297809,P152DRAFT_297809,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415627,P152DRAFT_297906,P152DRAFT_297906,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415628,P152DRAFT_298159,P152DRAFT_298159,-,-,Unknown,-,potassium/sodium eff,protein-coding,-,-,-,potassium/sodium eff,20210313,-
1392243,54415629,P152DRAFT_298195,P152DRAFT_298195,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415630,P152DRAFT_298670,P152DRAFT_298670,-,-,Unknown,-,riboflavin biosynthesis protein RibD domain-containing protein,protein-coding,-,-,-,riboflavin biosynthesis protein RibD domain-containing protein,20210313,-
1392243,54415631,P152DRAFT_298726,P152DRAFT_298726,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415632,P152DRAFT_298736,P152DRAFT_298736,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415633,P152DRAFT_298745,P152DRAFT_298745,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415634,P152DRAFT_298783,P152DRAFT_298783,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415635,P152DRAFT_298799,P152DRAFT_298799,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415636,P152DRAFT_298802,P152DRAFT_298802,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415637,P152DRAFT_298808,P152DRAFT_298808,-,-,Unknown,-,Piwi-domain-containing protein,protein-coding,-,-,-,Piwi-domain-containing protein,20210313,-
1392243,54415638,P152DRAFT_298924,P152DRAFT_298924,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415639,P152DRAFT_298930,P152DRAFT_298930,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415640,P152DRAFT_299083,P152DRAFT_299083,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415641,P152DRAFT_299090,P152DRAFT_299090,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415642,P152DRAFT_299250,P152DRAFT_299250,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415643,P152DRAFT_299251,P152DRAFT_299251,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415644,P152DRAFT_299291,P152DRAFT_299291,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415645,P152DRAFT_299310,P152DRAFT_299310,-,-,Unknown,-,GroES-like protein,protein-coding,-,-,-,GroES-like protein,20210313,-
1392243,54415646,P152DRAFT_299325,P152DRAFT_299325,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415647,P152DRAFT_299337,P152DRAFT_299337,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415648,P152DRAFT_299705,P152DRAFT_299705,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415649,P152DRAFT_299899,P152DRAFT_299899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415650,P152DRAFT_299968,P152DRAFT_299968,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210313,-
1392243,54415651,P152DRAFT_299997,P152DRAFT_299997,-,-,Unknown,-,estradiol 17-beta-dehydrogenase,protein-coding,-,-,-,estradiol 17-beta-dehydrogenase,20210313,-
1392243,54415652,P152DRAFT_3003,P152DRAFT_3003,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54415653,P152DRAFT_30061,P152DRAFT_30061,-,-,Unknown,-,SulP family sulfate permease,protein-coding,-,-,-,SulP family sulfate permease,20210313,-
1392243,54415654,P152DRAFT_301152,P152DRAFT_301152,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415655,P152DRAFT_301154,P152DRAFT_301154,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415656,P152DRAFT_301219,P152DRAFT_301219,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415657,P152DRAFT_301661,P152DRAFT_301661,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415658,P152DRAFT_301790,P152DRAFT_301790,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415659,P152DRAFT_301936,P152DRAFT_301936,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415660,P152DRAFT_301971,P152DRAFT_301971,-,-,Unknown,-,pectin lyase-like protein,protein-coding,-,-,-,pectin lyase-like protein,20210313,-
1392243,54415661,P152DRAFT_302350,P152DRAFT_302350,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415662,P152DRAFT_30237,P152DRAFT_30237,-,-,Unknown,-,D-xylose reductase xyrA,protein-coding,-,-,-,D-xylose reductase xyrA,20210313,-
1392243,54415663,P152DRAFT_302439,P152DRAFT_302439,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415664,P152DRAFT_3025,P152DRAFT_3025,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54415665,P152DRAFT_302886,P152DRAFT_302886,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415666,P152DRAFT_302899,P152DRAFT_302899,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415667,P152DRAFT_3029,P152DRAFT_3029,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54415668,P152DRAFT_303156,P152DRAFT_303156,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415669,P152DRAFT_303218,P152DRAFT_303218,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415670,P152DRAFT_303268,P152DRAFT_303268,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415671,P152DRAFT_303308,P152DRAFT_303308,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415672,P152DRAFT_30347,P152DRAFT_30347,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54415673,P152DRAFT_303500,P152DRAFT_303500,-,-,Unknown,-,amidase signature enzyme,protein-coding,-,-,-,amidase signature enzyme,20210313,-
1392243,54415674,P152DRAFT_303561,P152DRAFT_303561,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415675,P152DRAFT_303584,P152DRAFT_303584,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415676,P152DRAFT_3036,P152DRAFT_3036,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54415677,P152DRAFT_304070,P152DRAFT_304070,-,-,Unknown,-,calcium/proton exchanger,protein-coding,-,-,-,calcium/proton exchanger,20210313,-
1392243,54415678,P152DRAFT_304103,P152DRAFT_304103,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200919,-
1392243,54415679,P152DRAFT_304349,P152DRAFT_304349,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210313,-
1392243,54415680,P152DRAFT_30438,P152DRAFT_30438,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
1392243,54415681,P152DRAFT_304656,P152DRAFT_304656,-,-,Unknown,-,alpha/beta-hydrolase,protein-coding,-,-,-,alpha/beta-hydrolase,20210313,-
1392243,54415682,P152DRAFT_304977,P152DRAFT_304977,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54415683,P152DRAFT_305142,P152DRAFT_305142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54415684,P152DRAFT_305144,P152DRAFT_305144,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200919,-
1392243,54415685,P152DRAFT_30522,P152DRAFT_30522,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210313,-
