#tax_id,GeneID,Symbol,LocusTag,Synonyms,dbXrefs,chromosome,map_location,description,type_of_gene,Symbol_from_nomenclature_authority,Full_name_from_nomenclature_authority,Nomenclature_status,Other_designations,Modification_date,Feature_type
301207,54440093,BU25DRAFT_100067,BU25DRAFT_100067,-,-,Unknown,-,Xanthine/uracil permease,protein-coding,-,-,-,Xanthine/uracil permease,20210320,-
301207,54443402,BU25DRAFT_351242,BU25DRAFT_351242,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443403,BU25DRAFT_351247,BU25DRAFT_351247,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443404,BU25DRAFT_351254,BU25DRAFT_351254,-,-,Unknown,-,high osmolarity signaling protein SHO1,protein-coding,-,-,-,high osmolarity signaling protein SHO1,20210320,-
301207,54443405,BU25DRAFT_351266,BU25DRAFT_351266,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443406,BU25DRAFT_351285,BU25DRAFT_351285,-,-,Unknown,-,glycoside hydrolase family 76 protein,protein-coding,-,-,-,glycoside hydrolase family 76 protein,20210320,-
301207,54443407,BU25DRAFT_351311,BU25DRAFT_351311,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443408,BU25DRAFT_351316,BU25DRAFT_351316,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443409,BU25DRAFT_351322,BU25DRAFT_351322,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443410,BU25DRAFT_351346,BU25DRAFT_351346,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443411,BU25DRAFT_351392,BU25DRAFT_351392,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443412,BU25DRAFT_351424,BU25DRAFT_351424,-,-,Unknown,-,trypsin,protein-coding,-,-,-,trypsin,20210320,-
301207,54443413,BU25DRAFT_351429,BU25DRAFT_351429,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443414,BU25DRAFT_351439,BU25DRAFT_351439,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443415,BU25DRAFT_351448,BU25DRAFT_351448,-,-,Unknown,-,glycoside hydrolase family 92 protein,protein-coding,-,-,-,glycoside hydrolase family 92 protein,20210320,-
301207,54443416,BU25DRAFT_351510,BU25DRAFT_351510,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443417,BU25DRAFT_351535,BU25DRAFT_351535,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443418,BU25DRAFT_351633,BU25DRAFT_351633,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443419,BU25DRAFT_351646,BU25DRAFT_351646,-,-,Unknown,-,PWI domain-containing protein,protein-coding,-,-,-,PWI domain-containing protein,20210320,-
301207,54443420,BU25DRAFT_351678,BU25DRAFT_351678,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443421,BU25DRAFT_351712,BU25DRAFT_351712,-,-,Unknown,-,calmodulin dependent protein kinase,protein-coding,-,-,-,calmodulin dependent protein kinase,20210320,-
301207,54443422,BU25DRAFT_35179,BU25DRAFT_35179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443423,BU25DRAFT_351790,BU25DRAFT_351790,-,-,Unknown,-,mate family transporter,protein-coding,-,-,-,mate family transporter,20210320,-
301207,54443424,BU25DRAFT_351794,BU25DRAFT_351794,-,-,Unknown,-,nitrogen regulatory protein area,protein-coding,-,-,-,nitrogen regulatory protein area,20210320,-
301207,54443425,BU25DRAFT_351805,BU25DRAFT_351805,-,-,Unknown,-,MFS general substrate transporter,protein-coding,-,-,-,MFS general substrate transporter,20210320,-
301207,54443426,BU25DRAFT_351820,BU25DRAFT_351820,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443427,BU25DRAFT_351861,BU25DRAFT_351861,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443428,BU25DRAFT_351865,BU25DRAFT_351865,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443429,BU25DRAFT_351867,BU25DRAFT_351867,-,-,Unknown,-,N-acetylated-alpha-linked acidic dipeptidase-like protein 2,protein-coding,-,-,-,N-acetylated-alpha-linked acidic dipeptidase-like protein 2,20210320,-
301207,54443430,BU25DRAFT_351926,BU25DRAFT_351926,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443431,BU25DRAFT_35195,BU25DRAFT_35195,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443432,BU25DRAFT_351976,BU25DRAFT_351976,-,-,Unknown,-,HET-domain-containing protein,protein-coding,-,-,-,HET-domain-containing protein,20210320,-
301207,54443433,BU25DRAFT_352002,BU25DRAFT_352002,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443434,BU25DRAFT_352024,BU25DRAFT_352024,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443435,BU25DRAFT_352030,BU25DRAFT_352030,-,-,Unknown,-,amino acid transporter,protein-coding,-,-,-,amino acid transporter,20210320,-
301207,54443436,BU25DRAFT_352041,BU25DRAFT_352041,-,-,Unknown,-,Shwachman-Bodian-diamond syndrome protein,protein-coding,-,-,-,Shwachman-Bodian-diamond syndrome protein,20210320,-
301207,54443437,BU25DRAFT_352045,BU25DRAFT_352045,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443438,BU25DRAFT_352061,BU25DRAFT_352061,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443439,BU25DRAFT_352073,BU25DRAFT_352073,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443440,BU25DRAFT_352090,BU25DRAFT_352090,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443441,BU25DRAFT_352100,BU25DRAFT_352100,-,-,Unknown,-,PAB-dependent poly(A)-specific ribonuclease subunit PAN3,protein-coding,-,-,-,PAB-dependent poly(A)-specific ribonuclease subunit PAN3,20210320,-
301207,54443442,BU25DRAFT_352114,BU25DRAFT_352114,-,-,Unknown,-,putative oxidoreductase ucpA,protein-coding,-,-,-,putative oxidoreductase ucpA,20210320,-
301207,54443443,BU25DRAFT_35213,BU25DRAFT_35213,-,-,Unknown,-,4-coumarate-CoA ligase-like protein,protein-coding,-,-,-,4-coumarate-CoA ligase-like protein,20210320,-
301207,54443444,BU25DRAFT_352155,BU25DRAFT_352155,-,-,Unknown,-,PARP-domain-containing protein,protein-coding,-,-,-,PARP-domain-containing protein,20210320,-
301207,54443445,BU25DRAFT_352177,BU25DRAFT_352177,-,-,Unknown,-,carbon-nitrogen hydrolase,protein-coding,-,-,-,carbon-nitrogen hydrolase,20210320,-
301207,54443446,BU25DRAFT_352180,BU25DRAFT_352180,-,-,Unknown,-,carboxypeptidase Y-like protein A,protein-coding,-,-,-,carboxypeptidase Y-like protein A,20210320,-
301207,54443447,BU25DRAFT_352185,BU25DRAFT_352185,-,-,Unknown,-,Malate/L-lactate dehydrogenase,protein-coding,-,-,-,Malate/L-lactate dehydrogenase,20210320,-
301207,54443448,BU25DRAFT_352222,BU25DRAFT_352222,-,-,Unknown,-,glycerate dehydrogenase,protein-coding,-,-,-,glycerate dehydrogenase,20210320,-
301207,54443449,BU25DRAFT_352228,BU25DRAFT_352228,-,-,Unknown,-,HSP20-like chaperone,protein-coding,-,-,-,HSP20-like chaperone,20210320,-
301207,54443450,BU25DRAFT_352237,BU25DRAFT_352237,-,-,Unknown,-,ras-related GTP-binding protein-like protein C,protein-coding,-,-,-,ras-related GTP-binding protein-like protein C,20210320,-
301207,54443451,BU25DRAFT_35224,BU25DRAFT_35224,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443452,BU25DRAFT_352244,BU25DRAFT_352244,-,-,Unknown,-,epoxide hydrolase 1,protein-coding,-,-,-,epoxide hydrolase 1,20210320,-
301207,54443453,BU25DRAFT_352249,BU25DRAFT_352249,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443454,BU25DRAFT_352253,BU25DRAFT_352253,-,-,Unknown,-,Ribokinase-like protein,protein-coding,-,-,-,Ribokinase-like protein,20210320,-
301207,54443455,BU25DRAFT_352286,BU25DRAFT_352286,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443456,BU25DRAFT_352325,BU25DRAFT_352325,-,-,Unknown,-,heavy metal tolerance protein precursor,protein-coding,-,-,-,heavy metal tolerance protein precursor,20210320,-
301207,54443457,BU25DRAFT_352337,BU25DRAFT_352337,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443458,BU25DRAFT_352350,BU25DRAFT_352350,-,-,Unknown,-,cyclophilin 1 long ,protein-coding,-,-,-,cyclophilin 1 long ,20210320,-
301207,54443459,BU25DRAFT_352352,BU25DRAFT_352352,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443460,BU25DRAFT_352422,BU25DRAFT_352422,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443461,BU25DRAFT_352485,BU25DRAFT_352485,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443462,BU25DRAFT_352496,BU25DRAFT_352496,-,-,Unknown,-,alkaline phosphatase-like protein,protein-coding,-,-,-,alkaline phosphatase-like protein,20210320,-
301207,54443463,BU25DRAFT_352497,BU25DRAFT_352497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443464,BU25DRAFT_352502,BU25DRAFT_352502,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443465,BU25DRAFT_352508,BU25DRAFT_352508,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443466,BU25DRAFT_352515,BU25DRAFT_352515,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54443467,BU25DRAFT_352576,BU25DRAFT_352576,-,-,Unknown,-,acid protease,protein-coding,-,-,-,acid protease,20210320,-
301207,54443468,BU25DRAFT_352597,BU25DRAFT_352597,-,-,Unknown,-,tethering factor for nuclear proteasome STS1,protein-coding,-,-,-,tethering factor for nuclear proteasome STS1,20210320,-
301207,54443469,BU25DRAFT_352618,BU25DRAFT_352618,-,-,Unknown,-,ClpP/crotonase,protein-coding,-,-,-,ClpP/crotonase,20210320,-
301207,54443470,BU25DRAFT_352621,BU25DRAFT_352621,-,-,Unknown,-,protein phosphatase-like protein 2c,protein-coding,-,-,-,protein phosphatase-like protein 2c,20210320,-
301207,54443471,BU25DRAFT_352653,BU25DRAFT_352653,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210320,-
301207,54443472,BU25DRAFT_352660,BU25DRAFT_352660,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54443473,BU25DRAFT_352674,BU25DRAFT_352674,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20200918,-
301207,54443474,BU25DRAFT_352701,BU25DRAFT_352701,-,-,Unknown,-,uncharacterized protein,protein-coding,-,-,-,uncharacterized protein,20210320,-
301207,54443475,BU25DRAFT_352760,BU25DRAFT_352760,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443476,BU25DRAFT_352773,BU25DRAFT_352773,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443477,BU25DRAFT_352785,BU25DRAFT_352785,-,-,Unknown,-,glycine cleavage system T protein,protein-coding,-,-,-,glycine cleavage system T protein,20210320,-
301207,54443478,BU25DRAFT_352792,BU25DRAFT_352792,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443479,BU25DRAFT_352810,BU25DRAFT_352810,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443480,BU25DRAFT_352826,BU25DRAFT_352826,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443481,BU25DRAFT_352866,BU25DRAFT_352866,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443482,BU25DRAFT_352915,BU25DRAFT_352915,-,-,Unknown,-,sphingoid long chain base kinase-like protein,protein-coding,-,-,-,sphingoid long chain base kinase-like protein,20210320,-
301207,54443483,BU25DRAFT_352935,BU25DRAFT_352935,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443484,BU25DRAFT_352942,BU25DRAFT_352942,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443485,BU25DRAFT_352955,BU25DRAFT_352955,-,-,Unknown,-,vacuolar ATP synthase subunit C,protein-coding,-,-,-,vacuolar ATP synthase subunit C,20210320,-
301207,54443486,BU25DRAFT_353089,BU25DRAFT_353089,-,-,Unknown,-,oxidoreductase domain-containing protein,protein-coding,-,-,-,oxidoreductase domain-containing protein,20210320,-
301207,54443487,BU25DRAFT_353112,BU25DRAFT_353112,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443488,BU25DRAFT_353118,BU25DRAFT_353118,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443489,BU25DRAFT_353121,BU25DRAFT_353121,-,-,Unknown,-,general substrate transporter,protein-coding,-,-,-,general substrate transporter,20210320,-
301207,54443490,BU25DRAFT_353134,BU25DRAFT_353134,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443491,BU25DRAFT_353142,BU25DRAFT_353142,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443492,BU25DRAFT_353146,BU25DRAFT_353146,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443493,BU25DRAFT_353147,BU25DRAFT_353147,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443494,BU25DRAFT_353158,BU25DRAFT_353158,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443495,BU25DRAFT_353161,BU25DRAFT_353161,-,-,Unknown,-,O-methyltransferas-like protein,protein-coding,-,-,-,O-methyltransferas-like protein,20210320,-
301207,54443496,BU25DRAFT_353170,BU25DRAFT_353170,-,-,Unknown,-,dUTP diphosphatase,protein-coding,-,-,-,dUTP diphosphatase,20210320,-
301207,54443497,BU25DRAFT_353177,BU25DRAFT_353177,-,-,Unknown,-,"dTDP-D-glucose 4,6-dehydratase",protein-coding,-,-,-,"dTDP-D-glucose 4,6-dehydratase",20210320,-
301207,54443498,BU25DRAFT_353179,BU25DRAFT_353179,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443499,BU25DRAFT_353181,BU25DRAFT_353181,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443500,BU25DRAFT_353191,BU25DRAFT_353191,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443501,BU25DRAFT_353205,BU25DRAFT_353205,-,-,Unknown,-,glycoside hydrolase family 105 protein,protein-coding,-,-,-,glycoside hydrolase family 105 protein,20210320,-
301207,54443502,BU25DRAFT_353265,BU25DRAFT_353265,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443503,BU25DRAFT_353321,BU25DRAFT_353321,-,-,Unknown,-,isocitrate dehydrogenase mitochondrial precursor,protein-coding,-,-,-,isocitrate dehydrogenase mitochondrial precursor,20210320,-
301207,54443504,BU25DRAFT_353334,BU25DRAFT_353334,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443505,BU25DRAFT_353338,BU25DRAFT_353338,-,-,Unknown,-,glycoside hydrolase family 2 protein,protein-coding,-,-,-,glycoside hydrolase family 2 protein,20210320,-
301207,54443506,BU25DRAFT_353360,BU25DRAFT_353360,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443507,BU25DRAFT_353388,BU25DRAFT_353388,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443508,BU25DRAFT_353418,BU25DRAFT_353418,-,-,Unknown,-,rho-type GTPase-activating protein 2,protein-coding,-,-,-,rho-type GTPase-activating protein 2,20210320,-
301207,54443509,BU25DRAFT_353421,BU25DRAFT_353421,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443510,BU25DRAFT_35343,BU25DRAFT_35343,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443511,BU25DRAFT_353479,BU25DRAFT_353479,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443512,BU25DRAFT_353497,BU25DRAFT_353497,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443513,BU25DRAFT_353518,BU25DRAFT_353518,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443514,BU25DRAFT_353521,BU25DRAFT_353521,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443515,BU25DRAFT_353551,BU25DRAFT_353551,-,-,Unknown,-,UPF0057-domain-containing protein,protein-coding,-,-,-,UPF0057-domain-containing protein,20210320,-
301207,54443516,BU25DRAFT_353564,BU25DRAFT_353564,-,-,Unknown,-,Zn-dependent exopeptidase,protein-coding,-,-,-,Zn-dependent exopeptidase,20210320,-
301207,54443517,BU25DRAFT_353618,BU25DRAFT_353618,-,-,Unknown,-,tRNA isopentenyltransferase,protein-coding,-,-,-,tRNA isopentenyltransferase,20210320,-
301207,54443518,BU25DRAFT_353621,BU25DRAFT_353621,-,-,Unknown,-,Clavaminate synthase-like protein,protein-coding,-,-,-,Clavaminate synthase-like protein,20210320,-
301207,54443519,BU25DRAFT_353635,BU25DRAFT_353635,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443520,BU25DRAFT_353639,BU25DRAFT_353639,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443521,BU25DRAFT_353652,BU25DRAFT_353652,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443522,BU25DRAFT_353680,BU25DRAFT_353680,-,-,Unknown,-,dopa decarboxylase-like protein,protein-coding,-,-,-,dopa decarboxylase-like protein,20210320,-
301207,54443523,BU25DRAFT_353704,BU25DRAFT_353704,-,-,Unknown,-,S-adenosyl-L-methionine-dependent methyltransferase,protein-coding,-,-,-,S-adenosyl-L-methionine-dependent methyltransferase,20210320,-
301207,54443524,BU25DRAFT_353733,BU25DRAFT_353733,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443525,BU25DRAFT_35375,BU25DRAFT_35375,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443526,BU25DRAFT_353757,BU25DRAFT_353757,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20200918,-
301207,54443527,BU25DRAFT_353773,BU25DRAFT_353773,-,-,Unknown,-,conidiation protein 6,protein-coding,-,-,-,conidiation protein 6,20210320,-
301207,54443528,BU25DRAFT_35378,BU25DRAFT_35378,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443529,BU25DRAFT_353793,BU25DRAFT_353793,-,-,Unknown,-,actin-like ATPase domain-containing protein,protein-coding,-,-,-,actin-like ATPase domain-containing protein,20210320,-
301207,54443530,BU25DRAFT_353801,BU25DRAFT_353801,-,-,Unknown,-,plasma membrane iron permease,protein-coding,-,-,-,plasma membrane iron permease,20210320,-
301207,54443531,BU25DRAFT_353802,BU25DRAFT_353802,-,-,Unknown,-,methyltransferase,protein-coding,-,-,-,methyltransferase,20210320,-
301207,54443532,BU25DRAFT_353804,BU25DRAFT_353804,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443533,BU25DRAFT_353824,BU25DRAFT_353824,-,-,Unknown,-,hypothetical protein,protein-coding,-,-,-,hypothetical protein,20210320,-
301207,54443534,BU25DRAFT_353836,BU25DRAFT_353836,-,-,Unknown,-,WD40 repeat-like protein,protein-coding,-,-,-,WD40 repeat-like protein,20210320,-
